StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q98,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q867,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1846,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1847,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1848,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1849,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q69,Q67,Q64,Q69 2,Q73,type,task,Enter Embedded Data Field Name Here...
7/17/17 8:30,7/17/17 8:37,0,50.25.90.34,100,403,1,7/17/17 8:37,R_1kNbO8h57v5gZIw,,,,,35.16130066,-101.8789978,anonymous,EN,A1DJDT4B5B19Q2,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set of rules instructions to follow every time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,as long as all employees are reviewed the same way it seems fair. Elminates any bias the manager might have too,6,6,5,2,2,3,As long as the employee was doing his best he should be proud of his work,6,We trust self driving cars why not trust computer program set to eliminate bias ,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,1,2,1,2,4,
7/17/17 8:26,7/17/17 8:37,0,107.195.185.219,100,684,1,7/17/17 8:37,R_3PHbBjgAGvCXfOy,,,,,37.63920593,-120.9736023,anonymous,EN,AGVUHOBSCP6YC,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An algorithm is a set of rules that a computer, or really, a person, could use to come to a decision or solve a problem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"It may be monitored by his manager, however, the algorithm is still just code, and I don't feel that can understand a lot of the nuances of human conversation as well as a human could.",2,1,4,6,5,5,"Overall I felt that Chris wouldn't be happy, or joyful that an algorithm was evaluating his performance instead of his manager, so low on those metrics, as well as high on other metrics such as disappointed or frustrated because I feel Chris would suspect that the algorithm could get things wrong.",2,"Code, albeit monitored and adjusted, is not replacement for the thought, and concern of an actual human, and thus I feel that this would be a very poorly done employee evaluation.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,2,5,1,3,4,
7/17/17 8:26,7/17/17 8:38,0,108.21.211.67,100,711,1,7/17/17 8:38,R_3ilraO3G3TS50n8,,,,,40.66430664,-73.91500092,anonymous,EN,A2BK9RMC0NOIH8,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complex rules that a computer program or programs follow in order to rank or select something.   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,It depends if that approach does pick the best person for the job.,4,4,4,1,1,1,It depends if Chris believes that if this approach does pick the best person for the job.,4,It depends if the algorithm does pick the best person for the job.,1,,,,,,,,,,,,,3,35,2,2,2,4,3,
7/17/17 8:34,7/17/17 8:38,0,108.169.161.66,100,239,1,7/17/17 8:38,R_3GkdXa5P87HLOg1,,,,,39.95370483,-82.93170166,anonymous,EN,AGRKG3YT3KMD8,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematical functions that take inputs and produce outputs,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,it would be nice if Chris had a say,3,3,3,5,4,5,He probably doesn't want to work mornings and/or have no say in the matter,4,it probably makes good decisions for the employer,1,,,,,,,,,,,,,,,,,,,,,,,,,3,31,2,5,1,4,2,
7/17/17 8:27,7/17/17 8:38,0,142.196.229.160,100,633,1,7/17/17 8:38,R_blvE0mJaJ9NI6L7,,,,,28.67660522,-81.19909668,anonymous,EN,AAKBYJD64R6K,"1,2",3,6,7,Chris's job is to make sure that certain components are working well and maintained properly. There is no unfairness in this.,6,6,6,1,1,1,He should be proud to have a job and take pride in doing his job,6,"If a person has been given a managerial position, it is usually because they have good judgement",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,2,5,2,5,1,
7/17/17 8:35,7/17/17 8:39,0,72.229.132.205,100,217,1,7/17/17 8:39,R_yyGekbtLMTZZrqh,,,,,40.8625946,-73.92179871,anonymous,EN,A1IQV3QUWRA8G1,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think algorithms are predictive models based on data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"it's a tool to be used; it's neither fair nor unfair, in my opinion",5,6,4,2,3,4,I think Chris would feel that the algorithm is objective,5,"in some ways, it's more trustworthy than a human's evaluation",1,3,51,1,5,1,4,4,
7/17/17 8:33,7/17/17 8:39,0,192.136.223.46,100,353,1,7/17/17 8:39,R_2xIRSSyggF5Lv6a,,,,,32.66149902,-97.16940308,anonymous,EN,A19L9MK673JAAG,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methods by which certain mental tasks are automated to reduce work time required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Although the criteria set in the algorithm may not be 100% fair it should make it where everyone is evaluated within said criteria equally.,3,3,2,5,5,5,I feel most people would prefer to have a more personalized experience when attempted to gain employment at a company.,4,Algorithm's are based normally on a limited set of data so they work well within a small vacuum but have big flaws.,1,,,,,,,,,,,,,4,31,2,3,1,4,3,
7/17/17 8:37,7/17/17 8:40,0,75.65.101.54,100,181,1,7/17/17 8:40,R_1CJUrCar5Z37Ct5,,,,,35.13589478,-90.00270081,anonymous,EN,A33P1MWZTFI8RL,"1,2",3,6,5,The manager must delegate tasks to oversee everything,4,3,5,3,3,5,"We might feel a bit frustrated if the task wasn't in his job description, but also proud that he was entrusted with the responsibility.",4,He should know what he is doing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,1,3,1,5,1,
7/17/17 8:37,7/17/17 8:40,0,208.64.115.10,100,141,1,7/17/17 8:40,R_WrmbECb0TSFttdf,,,,,42.56530762,-71.17449951,anonymous,EN,A2XMO68T3BJFFA,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,The algorithm does not think of fairness it only does it's job. That makes it fair.,4,3,2,5,5,5,HE doesn't want to be told what to do by a machine,6,The machine is programmed to do its job. It will do it right,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A programmed set of infomation that decides when things should be worked on using formulkas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,2,4,1,1,1,
7/17/17 8:39,7/17/17 8:40,0,68.195.39.64,100,68,1,7/17/17 8:40,R_3GpnaMOnSzdks3A,,,,,40.88250732,-72.95330048,anonymous,EN,A1MUEKEQQVROE7,"1,2",3,6,,,,,,,,,,,,,7,The manager is the boss,3,5,5,5,5,3,He would feel mixed.,4,Bosses need to have at least some trust in their employees.,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,2,3,1,5,2,
7/17/17 8:31,7/17/17 8:40,0,68.56.43.33,100,570,1,7/17/17 8:40,R_NWrwXGO3sAWpVPX,,,,,42.78640747,-85.55059814,anonymous,EN,ANQ0RLFEZ17W0,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,"I think it's somewhat fair that an algorithm does this because it chooses what the company is looking for most. However, Chris will not get to explain or show any personality to get the interview.",4,4,6,4,4,4,"He would probably feel indifferent unless he was chosen, in which case he would feel proud.",4,An algorithm can only do so much and computers can make mistakes. A computer may not be able to understand or catch somethings that humans would.,1,,,,,,,,,,,,,"The algorithms probably look over the resumes and statements for specific key words that indicate strength, knowledge, education, and work history. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,1,4,1,1,3,
7/17/17 8:34,7/17/17 8:40,0,73.220.26.84,100,380,1,7/17/17 8:41,R_2CHwcgA42b7F1nT,,,,,38.02670288,-121.3012009,anonymous,EN,A2N0FUQBDQRBN5,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I don't believe an algorith can completely understand the happenings of a call. It would be better for a person to review it instead as the same tone could be used in a good or bad context.,2,2,2,6,6,6,"Chris wouldn't trust an algorith to review his performance, he would rather it be reviewed by a peer and/or by customer satisfaction reviews.",2,An algorith can not tell if a strong tone is being used in a good context or a bad one.,1,Algorithms are lines of code written to detect different things (formulas) and create a solution from the results.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,2,3,3,1,4,
7/17/17 8:27,7/17/17 8:41,0,70.176.212.95,100,793,1,7/17/17 8:41,R_2TFc4IWMGjqw2RB,,,,,33.68359375,-111.7350006,anonymous,EN,A2QKM3JUFWBSMO,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematical analysis of various functions with a statistical outcome,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,By using both the manager and algorithm the the efficiency of the machine will improve.,5,5,5,2,2,2,Chris is doing his job and would be happy that this improves his efficiency,5,Algorithms can make mistakes so I have moderate trust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,2,5,1,4,1,
7/17/17 8:38,7/17/17 8:41,0,68.33.96.6,100,183,1,7/17/17 8:41,R_b2XHrIZUyeP80Yp,,,,,38.68859863,-75.07330322,anonymous,EN,A3K767WJFJ95BB,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,specific criteria to screen out applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,It is neither fair nor unfair,4,4,4,4,4,4,Depends on if chris' skills match the algorhythm,4,depends on precision of algorithm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,2,5,4,3,3,
7/17/17 8:27,7/17/17 8:41,0,73.66.191.17,100,839,1,7/17/17 8:41,R_2YS6tCSEWqMMZ5H,,,,,38.64500427,-121.4403992,anonymous,EN,A1ERMRNNR0CZ2Y,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They are rules that the computer is programmed to follow and do.,,,,,,,,,,,,,,5,The manager makes its decision based off of an algorithmic analysis and not just on emotion or what the manager thinks.,5,5,3,3,5,3,I think Chris would want to have some opinion on his schedule and what hours he would prefer to work.,4,Trusting the manager to do his/her job is something we have to do as employees. They know their job.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,1,3,4,2,2,
7/17/17 8:31,7/17/17 8:41,0,134.196.45.183,100,620,1,7/17/17 8:41,R_1qWZjLA6QpkobRe,,,,,13.85830688,100.468811,anonymous,EN,A28AX4H70DPKKK,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are points of data that are used to overall construct a profile of something. ,,,,,,,,,,,,,,,,,,,,,,,,,,,7,it saves him times reviewing applications for overall qualifications. ,5,5,5,3,3,3,"Hey might feel like while on paper the most qulaified should get the job, when you are working together personalities and social ability sometimes have as much if not more of an effect on a companies ability to work well.",6,I would think it would make the manager feel much more confident in his choice and in turn make me feel confident. ,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,2,2,1,2,3,
7/17/17 8:34,7/17/17 8:41,0,70.126.244.90,100,423,1,7/17/17 8:41,R_2eXCbYhYiH3eFSz,,,,,27.92900085,-82.74160004,anonymous,EN,ABEJPX8HRQFAW,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a set of rules used to make calculations,6,The algorithm gives good information to make informed decisions.,5,5,5,2,2,2,"He was chosen, so that is a positive reflection on his good work.",6,Computers can make complex computations and the manager is using that data to make decisions.,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,2,5,1,2,1,
7/17/17 8:31,7/17/17 8:42,0,208.163.187.80,100,640,1,7/17/17 8:42,R_1hVUB56eV3ae0kt,,,,,34.94610596,-92.08580017,anonymous,EN,AIICJA0A5J8NF,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,An algorithm will not be ale to take into account all the personal obstacles in life. ,4,4,4,4,4,4,There is no telling how he will react.,3,Algorithms can be wrong,1,,,,,,,,,,,,,,,,,,,,,,,,,It is a type of equation that takes many variables into consideration when working something out. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,1,2,1,1,2,
7/17/17 8:33,7/17/17 8:44,0,98.195.241.189,100,660,1,7/17/17 8:44,R_xcqZTfrveLYcONH,,,,,29.76719666,-95.1588974,anonymous,EN,A1P0XSCJ9XAV74,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is a computer that analyzes data and picks the best one based on information put into it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,I don't think the algorithm can judge a person or how effective they will be in their job. The ability to work with people and the means to carry out the duties effectively.,2,2,2,6,5,6,"I don't think Chris will like the outcome because the algorithm is going to pick people that look good on paper, not necessairly the right person for the job.",2,"I think it will look for job applicants that are good when you have everything laid out on paper, but otherwise, they will not be able to select a good person.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,1,5,1,3,3,
7/17/17 8:41,7/17/17 8:45,0,198.7.59.92,100,239,1,7/17/17 8:45,R_3novBQSmhM0OdBa,,,,,38.77009583,-77.63210297,anonymous,EN,A33M7EZ72P8TWF,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,there is more to qualification than algorithims,5,5,5,5,5,2,hopes to be apointed,3,its not fair,1,,,,,,,,,,,,,results of some mathematical manipulation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,5,2,1,3,
7/17/17 8:34,7/17/17 8:46,0,67.172.60.9,100,660,1,7/17/17 8:46,R_216d0RP7GgH1nix,,,,,40.13569641,-79.93450165,anonymous,EN,A100Y89FZO4J0B,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they use data and patterns to make more data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"human judgement would be a lot more useful than an algorithm, especially if it's analyzing tone which can be interpreted in many ways.",3,3,3,5,5,5,he would probably think this is an unfair and cold calculation of his job performance.,3,it would be useful but shouldn't be totally dependent on it.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,1,2,1,2,4,
7/17/17 8:38,7/17/17 8:46,0,68.118.236.166,100,446,1,7/17/17 8:46,R_1dErCquZDcwufn4,,,,,42.24299622,-71.91799927,anonymous,EN,A2T007HZK66WM,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms measure data and give feedback for the best scenario (in this case when to work),,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"If it's based on Chris' availability, it seems fair.",5,5,5,3,2,4,"Chris should be happy to have a job and be able to work at a coffee shop in the morning, when he might get more tips.",5,I don't have any reason not to trust it. It makes sense that a coffee shop would be busy in the morning.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,1,3,1,3,2,
7/17/17 8:46,7/17/17 8:52,0,104.173.145.145,100,358,1,7/17/17 8:52,R_rrMoZNev9o2yIfL,,,,,34.02729797,-117.5877991,anonymous,EN,A1EN3FW93BSXQQ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set of rules a computer follows to give out data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Chris might be trying his best to help the customer, but the customer may still be angry and have an angry tone. It would be unfair to evaluate his performance because Chris is trying his best but the customer is being rude.",2,2,2,6,6,6,I don't think Chris would like the algorithm. He would only have negative feelings toward it.,2,"It is not a human, so I do not trust its judgement.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,1,3,4,3,4,
7/17/17 8:47,7/17/17 8:54,0,70.95.118.153,100,408,1,7/17/17 8:54,R_24pXDninWJlIzuD,,,,,32.82150269,-117.0843964,anonymous,EN,ADXHWQLUQBK77,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,The manager should have the company's criteria for selection of candidates.,4,4,4,4,4,4,I do not yet know if Chris was picked.,6,"I believe that if this was his job, then he is probably good at it.",1,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64,2,3,1,5,3,
7/17/17 8:45,7/17/17 8:55,0,172.89.214.110,100,563,1,7/17/17 8:55,R_RDEwcGF0sBGbZId,,,,,33.728302,-117.1464005,anonymous,EN,AS8BGRD5QFUTQ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statistics that show the probability of whatever is asked to solve. ,,,,,,,,,,,,,,4,"The manager can decide when to work Chris wether or not the manager chooses to use an algorithmic analysis is up to the manager, just like not using an algorithm is up to the manger. Makes no difference.",6,6,4,2,2,2,Chris would be happy whenever the manager works him.,7,"Part of being a manager is scheduling, how he chooses to schedule is up to the manager.",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,1,3,1,2,2,
