StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1861,Q1862,Q867,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q98,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q69,Q67,Q64,Q69 2,Q73,type,task
7/25/17 21:18,7/25/17 21:25,0,130.18.104.96,100,402,1,7/25/17 21:25,R_2UgxAyvsijB7CcY,,,,,33.45309448,-88.79319763,anonymous,EN,AW2IJYOPX2MSE,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,they bothe analyse components but the algorithm makes the final decision,calculation models that come up with different scenarios or predictions and chooses the right one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,the algorithm needs to decide to ensure aaccuracy in the decisison,3,2,3,5,6,6,people dont like to feel uselss,5,im hoping the people who designed the algorithm knew what they were doing.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,1,2,2,4,1
7/25/17 21:20,7/25/17 21:25,0,71.90.191.193,100,301,1,7/25/17 21:25,R_20U4Pz8IPr14vUt,,,,,30.53349304,-92.11630249,anonymous,EN,AB774I47XHB4K,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,the algorith does the picking but the manager adjust the small things,I think it is a good thing,,,,,,,,,,,,,,,,,,,,,,,,,6,I think it will pick fairly,5,5,5,2,2,2,he should feel as if he had a good chance,6,it should be trustful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,2,2,2,3,3
7/25/17 21:17,7/25/17 21:25,0,24.118.185.45,100,475,1,7/25/17 21:25,R_RPKkcx0ap8Psjeh,,,,,44.77990723,-93.2736969,anonymous,EN,A14D9PSNENZCDT,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equations to determine a score for targeted information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I don't understand how an algorithm could analyze a social interaction fairly,4,4,4,4,4,4,There is no information regarding what the results for so I don't have any ideas about what he would feel,3,I don't understand how this could work which makes me doubt its effectiveness,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,5,1,1,4
7/25/17 21:19,7/25/17 21:25,0,47.222.176.170,100,355,1,7/25/17 21:25,R_1jdfpxc6Cn4FjVp,,,,,31.73010254,-94.47850037,anonymous,EN,A1F3TWJXGO0URG,"1,2",3,6,,,,,,,,,,,,,6,I think it is somewhat fair because it takes into account availability and the amount of employees needed. It is not arbitrary.,5,4,2,3,4,4,"I think if Chris has already given the times he can work to his manager, he really can't complain much about when he scheduled to work.  ",6,I think the manager likes it because it takes into account the needs of the coffee shop and the employees. It is a fair process.,1,,,,,,,,,,,,,,,,,,,,,,,,,3,"The algorithm determined when people should work, and I'm assuming that the manager had to input employee availability.","Algorithms are math problems that help determine the likelihood of an event or make determinations about what should be done when. For instance, Google search uses an algorithm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,1,6,1,2,2
7/25/17 21:19,7/25/17 21:25,0,73.104.50.248,100,404,1,7/25/17 21:25,R_9mIP1OJGznE66RP,,,,,32.07870483,-81.05809784,anonymous,EN,AH4MHB0B0PJMU,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A calculation or some kind of rules to solve a problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"I think it is somewhat fair because an algorithm can analyze a resume, but I think it takes a person to truly say if someone is top quality. ",2,4,2,4,3,5,I don't think many would be to happy having an algorithm decide how qualified they are for a job. ,3,I just think that there are some qualities an algorithm cannot pick up on. Only a real person can. ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,3,2,1,3
7/25/17 21:17,7/25/17 21:25,0,174.130.51.228,100,514,1,7/25/17 21:25,R_2zwoxhHv6y2bgsX,,,,,41.31520081,-81.44049835,anonymous,EN,AHR1EZCJ31IKJ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,Algorithms can weed out people whom are not qualified and who list certain key points that are important to the company and therefore move them into top consideration. That seems fair to me. ,4,4,4,4,4,4,"If Chris is qualified, and has key points on his resume, then he has nothing to worry about. ",6,He's in a managerial position for a reason and that involves good judgement and knowing what type of candidate is a good fit for what the company is looking for in regards to the position. ,1,,,,,,,,,,,,,3,The algorithm sorts through the paperwork and presents the best candidates to choose from. They make the hiring process quicker and more efficient. ,An algorithm picks up on key words or phrases. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,1,5,1,2,3
7/25/17 21:19,7/25/17 21:25,0,66.177.20.60,100,410,1,7/25/17 21:25,R_3CIXJJVhOuKlo4k,,,,,30.17959595,-81.51820374,anonymous,EN,A2T2ENF8E9FX68,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The algorithm sorted applications to select candidates for a personal interview, and the human manager guided the algorithm's actions.",A complex set of computer instructions and rules used by software to accomplish tasks and simulate intelligence.,,,,,,,,,,,,,,,,,,,,,,,,,6,"If that is how the company has decided to hire people, then it is a fair process. If Chris doesn't want to participate in that kind of hiring process, he can apply to a different firm that uses different interview criteria.",4,3,3,5,5,5,"I imagine he would prefer to be evaluated by a human, but the ultimate feelings on the process would be shaped by the outcome. If Chris is selected, he'd probably be very happy in the end.",3,I think there is a human element to hiring that cannot be fully explained or automated away. The best candidates aren't always obvious on paper.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,2,4,1,3,3
7/25/17 21:20,7/25/17 21:26,0,68.185.39.178,100,341,1,7/25/17 21:26,R_3Ja6SIZadwodHdc,,,,,46.32820129,-119.3222046,anonymous,EN,A80PZ8RASZZJI,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The manager judges the importance of the components and the algorithm chooses them base on their history of breakdowns, but the algorithm has the ""final say""",Mathematical equations that serve a specific purpose and can be programmed into machines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Seems like a good way to ensure efficiency in the workplace,5,5,5,1,1,1,It's his job to what's assigned and there's nothing unfair about the situation,6,An algorithm is just a tool; it isn't subject to bias or discrimination like a human might be,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,5,1,4,1
7/25/17 21:21,7/25/17 21:26,0,129.237.108.35,100,290,1,7/25/17 21:26,R_3HRm7oEJ9iXnUNh,,,,,38.97169495,-95.23519897,anonymous,EN,A3CEGI4XS8PT58,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The manager picked through several applicants, but the algorithm sorted through thousands.  It was a two part process.",A computer process that looks for specific values.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,There are people who are better suited for a job even if they don't look the greatest on paper.,3,3,2,6,6,7,It has to be frustrating that it isn't a manager making the decision for who should be hired.,3,I'm sure there are good qualities to the algorithm but the algorithm can't know everything.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,1,3,1,4,3
7/25/17 21:18,7/25/17 21:26,0,208.157.173.184,100,493,1,7/25/17 21:26,R_1DYV4SLdk80r1pG,,,,,44.9763031,-92.36730194,anonymous,EN,A38Z10YT1VO5T6,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Algorithms are computer programs that look for key phrases or certain layouts to pick the best possible applicants by a specific measure, and throw out anyone else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,An algorithm that looks for keywords rather than the overall message may be passing over applicants that are better for the job than others,4,3,3,6,4,6,"In that kind of position, one would be hard pressed to be happy over a computer choosing who moves on rather than an actual person looking over their resume",2,"Keywords and structure cannot accurately select the best possible applicants, in my opinion",1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,2,5,1,1,3
7/25/17 21:19,7/25/17 21:26,0,173.26.102.6,100,418,1,7/25/17 21:26,R_20OTdhnyWehOGqY,,,,,37.29989624,-93.30840302,anonymous,EN,A1ZT30BGR3266K,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a program that searches for and identifies specified information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,If everyone is chosen in the same manner then the process is really somewhat fair.,3,2,4,4,3,5,He is probably pretty anxious that he will be judged solely by a mechanism than no human controls.,3,The algorithm is bound to identify some quality candidates based on it's programming.,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,1,4,1,1,3
7/25/17 21:18,7/25/17 21:26,0,75.85.3.193,100,466,1,7/25/17 21:26,R_eh8BUfEx1EgXtRv,,,,,21.34689331,-158.0182953,anonymous,EN,A2IYFIFGMO8N0F,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,It is Chris' responsibility and job assignment to do the maintenance task.,4,4,6,1,1,1,If he works for this company and that is his assignment then be should be able to do it without any ill feelings. I would think he would take pride in his work.,6,"If you work for a company and must report to a manager, it is in good faith that the task is of good quality and there should be trust between managers and their employees.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,1,5,1,5,1
7/25/17 21:19,7/25/17 21:26,0,98.20.224.246,100,425,1,7/25/17 21:26,R_2XjSFp5n2Zk5cUf,,,,,31.95219421,-97.34590149,anonymous,EN,A359S477C2ZWER,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A set of criteria that is programmed into a computer that follows its predetermined process to a specific end when given variable information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm can't decide in favor of Chris at any point so if he has a need for time off he can't ask for it.,5,3,2,4,2,5,Perhaps Chris is not a morning person and would do better with customer service when he is awake and fully functioning... he is happy to have a job but a little frustrated that he has to work mornings,2,It is only as good as the information it was given and may not be capable of taking into consideration anything other than availability ,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,1,5,1,1,2
7/25/17 21:20,7/25/17 21:26,0,73.141.229.84,100,366,1,7/25/17 21:26,R_suTuBJ7nW4CRRWV,,,,,39.75120544,-75.52719879,anonymous,EN,A33CY9EY50SSLI,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,"The manager looks over every resume, giving everyone an equal chance.",5,4,5,3,2,3,"The manager is looking at every resume, which is a good thing. Because it's fair there's no reason to be angry.",6,"People make mistakes, but hopefully the manager has stayed a manager because he is a good judge of character.",1,,,,,,,,,,,,,1,29,1,3,2,5,3
7/25/17 21:22,7/25/17 21:26,0,107.188.146.178,100,285,1,7/25/17 21:26,R_WkUO16So3lvOONH,,,,,40.22639465,-111.6969986,anonymous,EN,A2GV9WSNSPX53,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,The fairness is OK because the algorithm has been set up to help receive proper feedback about employees and the manager also gets the final say.,3,3,2,4,5,5,I think he would like a human to receive the feedback because the emotion is better put in there. The algorithm could leave some to be desired.,4,"I believe the algorithm can make basic decisions well, and if anything extreme comes up the manager will be able to exercise judgment in proper evaluation.",1,3,The algorithm was responsible for the evaluation of employees and then the manager would have the final say on any decision the algorithm makes.,a rule set that is programmed into some sort of process to solve a problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,2,5,1,2,4
7/25/17 21:20,7/25/17 21:26,0,73.194.119.127,100,404,1,7/25/17 21:26,R_1jIi9slb6BfMxwX,,,,,40.73640442,-74.07240295,anonymous,EN,A31898LQJO7I3,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,"It's the manager's job to assess all the components and to assign the necessary people like Chris to do the maintenance since he is qualified to do so, so it's very fair.",5,4,6,1,1,1,"It's Chris' job to perform maintenance since he's trained to do so, so I imagine that he'd be happy and content to do so and would not be angry or frustrated. It's what is expected of him to do as his job.",7,The manager's job is to look at the bigger picture of all the components so I trust him extremely if there needs to be maintenance that he would be able to notice and asses.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,2,5,4,5,1
7/25/17 21:21,7/25/17 21:27,0,75.169.0.82,100,312,1,7/25/17 21:27,R_2pQchEDsswpQ8sR,,,,,40.60969543,-111.9391022,anonymous,EN,A26OJ4TA28AFHC,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer programs/equations used to analyze data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,An algorithm cannot be biased on the basis of race or other personal characteristics ,3,4,4,1,2,2,"I think he would not be too emotional about it, just think it's a fair way to evaluate",5,Algorithms affect prefect but they are less preferential ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,5,1,1,4
7/25/17 21:21,7/25/17 21:27,0,65.129.170.192,100,364,1,7/25/17 21:27,R_cvETcW8WQuEJPtD,,,,,32.24760437,-110.9499969,anonymous,EN,A1EHERSHAHOWRB,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,not a fairness issue,2,2,2,2,2,2,I  dont think it would produce any of those feelings,2,most managers make poor quality evaluation,1,1,32,2,4,1,5,4
7/25/17 21:20,7/25/17 21:27,0,67.214.7.189,100,431,1,7/25/17 21:27,R_3LZUgjwa5GsoLiu,,,,,40.98120117,-76.95870209,anonymous,EN,A31K4ASJODLAFM,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are sets of rules used by computers to produce calculations and results.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"I think, so long as the algorithm accurately accounts for employee availability, it's no less fair for Chris's schedule to be computer generated than human generated.",4,3,2,4,4,4,"Chris's feelings would depend upon how well the schedule actually works with their available time, though I doubt anyone often feels joyful or proud of their work schedule itself.",5,I think if the algorithm were not producing acceptable schedules it would not be being used.,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,1,5,1,1,2
7/25/17 21:17,7/25/17 21:27,0,74.176.177.84,100,571,1,7/25/17 21:27,R_2P5Kmxi1JBlB0ry,,,,,34.27310181,-83.89050293,anonymous,EN,AFECJV2SCEZ82,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Manager analyzed the calls the employee had, and the algo analyzed the customer comments.",computer programs designed to analyze data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Although it is not a human entity, I'm sure the algorithm is programmed to be fair.",5,4,5,5,4,5,He might prefer an actual human to rate his performance.,5,I have faith in technology.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,1,5,1,4,4
7/25/17 21:21,7/25/17 21:27,0,67.233.108.170,100,384,1,7/25/17 21:27,R_3fC7M1artbEdYYd,,,,,38.03610229,-78.33280182,anonymous,EN,A2I1IBMQ1J82J9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,the algorithm was designed for analysis of applications and resumes as a way of selecting the most favorable employees. The manager's job was to manage and oversee the use of the algorithm.,"A set of procedures to accomplish something, which is often applied to computers.",,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm should be set up to eliminate subjective matters or favoritism. The fact that this is managed by a human manager compromises its impartiality.,2,2,2,3,6,6,Chris might be concerned about the manager's ability to set the algorithm in a way that would exclude him from consideration.,4,"Normally, the algorithm provides an objective and unbiased form of selection of the best candidates, provided the manager is honest and doesn't manipulate it to his own purposes.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,1,6,1,3,3
7/25/17 21:19,7/25/17 21:27,0,99.195.170.121,100,514,1,7/25/17 21:27,R_cO06wtWD6XbcfSh,,,,,30.74090576,-92.34549713,anonymous,EN,A3HSYVE3KZ2OP7,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The manager decides the importance of he co ponent to the factory, while the algorithm gives the history breakdown of the component. ",The decisions or process made by the computer on something.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"The machine is very objective, the manager on the other hand can see or tell something abt the employee himself.",5,4,4,4,3,3,He is not otally agreeing nor disagreeing but just doing his job.,5,The algorithm decision will be nased on whatever input put on it.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,1,5,4,4,1
7/25/17 21:19,7/25/17 21:27,0,1.46.194.1,100,496,1,7/25/17 21:27,R_3fK9aNvogDscKa6,,,,,13.7539978,100.5014038,anonymous,EN,AU4KK3OYS2UZF,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager read the personal statements while the algorithm analyzed the rest of the application.,"An algorithm is a set of instructions to find a solution. In the case of the computer, it was some sort of math problem that ranked applicants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Because a manager reads the personal statements, I think the process is more fair. Although I think the manager should have sole discretion, having a computer analyze work history and qualifications is okay because the manager has input on their personality and potential (which a computer would have a hard job accurately determining)",3,3,3,5,3,4,"I believe Chris would want a real person to review his application and make the decision, instead of a computer algorithm having an input.",4,"I think the computer will do a decent job, but it still feels very impersonal.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,2,3,1,4,3
7/25/17 21:23,7/25/17 21:28,0,74.128.94.79,100,256,1,7/25/17 21:28,R_1kYYyqOEtEdLMn2,,,,,39.00230408,-84.6568985,anonymous,EN,A1M9H7WED4RUD5,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Personal review of each candidate rather than a random computer integer should guide the process,1,2,2,7,7,6,I think he would be upset to be excluded from the process,2,He would no trust someone that would allow their pricipals to be decided by a computer,1,,,,,,,,,,,,,1,The algorithm decides what candidates should be interviewed by the manager,Computer programmed integers and scripts that determine outcomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,3,1,2,3
