fairness code,emotion code,trust code,20 types,fairness,trust,emotion,ID,fairness OR,trust OR,emotion OR
8,needs more info,9,"3,4",2,1,4,R_3QM3diE9IcPGEiF,"It does not take into account a human, emotive, social element to work performance.  The human element is important in such a job.","A computer is not able to evaluate human to human behavior because such behavior has ethical, psychological, and phenomenological implications and norms.  How can artificial intelligence evaluate morality and social ethics?","I have no idea how Chris would feel.  I don't know Chris, and I am not him.  I could remark on how I would feel."
8,9,8b,"4,4",1,1,3.5,R_XEPV8cIKA3FiNgd,"chris' performance should be evaluated by a human being, not some algorithm that uses formulas and programmed routines.",Assessment of a human perofrmance neds to be trusted in the minds of other human beings who can see the fell the nuances that no formulas can capture.,"he can't even get his performance evaluated by another human being, but his human actions are being judged by formulas and program routines. That makes no one feel good."
8,9,8a,"1,4",2,1,1.333333333,R_31aBjAOOtYiIZyI,"Some things require a human touch and intervention to understand. Christ could do everything wrong by the rules, and still have given a great customer service experience",Performance in interpersonal interactions cannot always be measured scientifically,Chris would feel like he was at a disadvantage and that his employer didn't care for him
8,9,9,"1,4",1,1,1.666666667,R_3hyVyMN9YqMmwCA,A computer can only do so much.  It's not the same as a human being more able to judge someone's performance.,I don't trust any machine that does jobs that should be done by people.,It's understandable that Chris would probably not like the idea of being judged soley by a computer.
8,100c,100c,"1,3",2,2,1,R_3nG8U6w3hdwU1Ld,Algorithms arent people. People work at their best capacity around people they have chemistry with. How can an alogrithm determine that?,Ive already explained this... twice.,The unexpected happened. He didnt get an in person interview.
8,9,9,"1,3",2,2,1.333333333,R_3qvNkh12svgE9GU,"Not all things can be captured by the computer. In research, quantitative alone cannot explain things. In the same manner, algorithm should not be the sole determinant of one's application.","Computers, at least in today's technology, are not yet capable of understanding the nuances of words.",He'll find the mechanism unfair.
8,52,9,"1,4",3,2,2,R_0UqjTiCy9qLLkY1,I feel that the machine will not pick up nusiances correctly.,I would not trust it since it can not factor in human emotion variables.,Chris will feel that his job is in jeopardy based on an algorithim
8,52,11,"2,3",3,2,2.333333333,R_SIgl0SExZDt8AlX,The manager is disconnected from the process by relying on a computer to analyze applicants. There's something very cold about that.,Selecting people based on computer analysis of limited information makes the manager seem inept.,"I don't think most people would be happy if they knew that an algorithm was one of the most, if no the most, important factor in the hiring process."
8,52,9,"3,4",3,2,2.333333333,R_2w5mePgcaPROIBZ,"It is somewhat unfair because a computer cannot understand human emotions or be able to evaluate the service provided by Chris to customers, even if it can analyze content or tones. Also, the final decision should not rest on the algorithm.","I do not believe, no matter how it is adjusted, that an algorithm can properly make good quality employee evaluation. I believe it is a human task.","Chris might feel that it is unfair for a computer, even though monitored by a manager, to evaluate his job performance."
8,100a,11,"4,4",2,2,2.333333333,R_1H7eF27RlSkFCGf,It should be another person that evaluates him.,I could trust the manager but not the algorithm.,If I was in his position I would be pretty upset.
8,16,9,"1,4",3,2,2.833333333,R_2X6iQByjALSKmsr,It's forcing a quantitative score on something that isn't an exact measurement,You can't measure this in numbers.,"He may feel people who don't understand his job are given the power to evaluate him. This could work for or against him, depending on whether people like him."
8,16,9,"1,4",3,2,3,R_3fOZqZg0frmP41Y,Because computers aren't human and it isn't fair for them to judge human actions.,It is only a computer.,I don't know Chris but would imagine that he would not feel happy nor joyous.
8,16,9,"2,4",2,2,3.333333333,R_cAp60UQgU25DO2R,The algorithm almost certainly can't understand the context of Chris' conversations sufficiently to evaluate his performance.,The algorithm isn't sufficient to do a quality evaluation.,"If he doesn't think the algorithm is fair, he's unlikely to be happy about the process."
8,"11, 12",100c,"3,2",3,2,2.833333333,R_3qeADSi71j32iWV,I feel there should always be more human element to scheduling something that can have such a greatimpact on a persons life.,In my experience algorithms usualy don't.,"For the stated reasons above. Just having a manager ""monitor"" the algorithm isn't enough human participation to make such an important decision."
8,8,9,"1,3",3,2,2.833333333,R_2zwsRjGLAU74dQe,There are certain character traits that can only be determined by meeting a person face to face in my opinion.,There are just too many important traits in a person that can't be determined by scanning keywords from a resume.,A potential employee should have the chance to present himself personally to a potential employer.
8,52,9,"3,3",3,2,2,R_rfGElZMgM9h1tRv,I believe that it is unfair for an algorithm to decide the factors in which Chris gets a job. I believe a face to face conversation is always a good approach to use when hiring someone.,I don't agree that the algorithm would make the right decision in hiring. It may miss a factor not taken into account.,I believe Chris would not be happy to know he is competing against other applicants but an algorithm makes the final choice on who is hired or not.
8,52,8b,"1,4",3,2,2.666666667,R_3nCb1mRy9MbrzBo,I love math and I have trained call center personnel. Although we used math to measure performance I do not see how an algorithm can measure customer comments,I simply do not believe an algorithm can determined the tone of a conversation,"I would be frustrated, angry and disappointed that I was not being evaluated properly"
8,52,9,"1,3",3,2,3.166666667,R_1Fktu8JtBA04mOe,shouldn't use computers for hiring,shouldn't use computers to hire people,would be too nerve wracking
8,52,9,"1,2",3,2,3.166666667,R_2y3oYzP2BaXVHys,"Because how could an algorithm determine the actions of people? To me decisions shouldn't be based on what an algorithm would say, but what the person says.",I cant rely on a computer to make decisions like this.,I feel like he would feel the need to make the decision himself so he would be mostly displeased.
8,8,8b,"3,3",2,2,2,R_1MVYxY5ZsMwoc5x,The algorithm could possibly screen out candidates with better qualifications. I think a human would make better decisions in this situation.,I cannot trust a machine to make a decision like this. A human should be the one to weed out the bad candidates because they might have better idea as to what they are looking for.,Chris might feel that he wasn't even given a chance to present himself to the hiring manager.
8,8,8,"1,3",3,2,3.166666667,R_1MPXjLz8OZQUMKb,An algorithim is never as good as a human,Humans are better than computers at judging these things,I'm sure he would rather have a human look at it.
8,8,9,"1,3",2,2,3.166666667,R_2vYtA6caQQFGoUY,I don't think algorithm is a substitute for human judgement,algorithm can't make human judgements about a person,He might have had expectations for a human to judge what he wrote and for it to entice them to select him
8,9,"52, 9","1,2",2,2,2,R_tSDsJzobYf845Ox,"There could be special circumstances that interfere with work, that is impossible to explain to the algorithm",The algorithm cant know everything about the employees. A manager would know if a certain employee works better during certain shifts.,I think he would be unhappy that a computer is scheduling him instead of someone that he can explain things to
8,9,9,"1,4",3,2,2.5,R_XRje1YaIpteYoKJ,computers can't account for a persons tone of voice,"again, computers cannot judge the nuances of human emotion",Chris would be frustrated because a computer is judging his performance concerning human interaction
8,9,9,"1,4",2,2,2.666666667,R_vJDxJbQlbvIWCCR,I don't think an algorithm can accurately rate tone and speech. It needs a human.,"I don't think computers can accurately rate a subjective, qualitative thing like open end human speech response to customer service questions.","Proud/disappointed would depend on the rating. However I think most people would be unhappy and frustrated that they were being rated on such a qualitative, subjective thing by a computer."
8,9,9,"3,4",3,2,2.833333333,R_1H2zhTF0T6JB6bn,In my opinion I do not think a computer can analyze performance based on just tones.,I do not think an algorithm can make these decisions yet.,I think that Chris would feel like he was not evaluated fairly.
8,9,52,"1,2",2,2,3,R_33g06WFnIyfIbuV,Because a person's schedule should not be decided by something that is not human.,"Because it is not a human doing this. Algorithms are suitable for many things, but not making a person's schedule. It would not understand anything they may be going through that could affect their schedule.",Since I thought he would think it was unfair this is how I imagined he would react.
8,"9, 12",11,"3,4",3,2,3.333333333,R_2pWi5PnVur0CIlp,"I am somewhat torn as I believe this system could measure quality to a certain extent, but I think it would fail to factor in every possible variable possible when dealing with human beings. While the manager monitors the algorithm, the algorithm makes the final decision about Chris's performance.",I guess I don't see the point in using it at all when the manager oversees it and can make adjustments to it. I would have very little trust in it because it can easily be manipulated/adjusted by the manager.,"I think Chris would be proud of his work, but disappointed that it is not truly evaluated by his manager and if his manager isn't fair,it could skew the results unfavorably against Chris."
8,9,8,"2,4",3,2,1.833333333,R_1E3ZqlHcLxFMoXe,An algorithm should only be used as part of the evaluation because an algorithm can only do so much. The manager should evaluate Chris's performance also by what he or she has personally witnessed or by listening to a sampling of calls to see how Chris handles the customers.,The algorithm is a helpful tool but that should not be the sole source of evaluation.,It is frustrating to have your evaluation based on a computer's algorithm. There is nothing personal in the evaluation and you can't really argue with a computer if the algorithm shows negative results.
8,9,100a,"2,4",2,2,2.166666667,R_3nTAoZ3LS6OYTYN,"Analyzing a worker should be done by a human, not an algorithm, there are lots of things that can't be measured by numbers.",I don't have any trust in someone who can't make decisions for themselves.,I think he would be upset about being evaluated by an algorithm
8,9,9,"1,4",3,2,2.833333333,R_2y7diVwiD4eZ5wy,It seems like a pretty subjective thing to have determined by an algorithm. His performance is heavily dependent on context.,"Human interactions should not be based on algorithms. If a robot could do that same job, it would, but the margin for humanity makes it quite a bit more subjective.",I think that it's a system that would definitely feel frustrating to an employee that works hard to provide tailored customer service for each customers needs.
8,9,52,"3,4",3,2,3.833333333,R_AdPzWvVjKJjx8Yx,It would be difficult for an algorithm to see the full situation,Again this is a machine passing judgement on a person,Being monitored by a machine seems unfair
8,9,9,"1,4",2,2,3.833333333,R_1NwbMH93TWGDGCA,It's a computer not a human,might not trust a machine,might not want ot be evaluated by a machine
8,9,52,"2,4",2,3,1.833333333,R_R8OiANQwgNpESWZ,I don't think the algorithm could accurately judge the tone of the calls without knowing the whole context of the call.  The manager should listen to the calls to judge for himself.,"The algorithm might be able to spot a pattern or a problem, but without first hand knowledge, I don't think good decisions would be made.",He would feel like computers are judging him at human interactions when there are many subjective factors that take place that computers can't judge.
8,52,52,"4,3",2,3,1.833333333,R_3HpiRF90Hru7JDp,There is no personal contact with the applicant. It is all bases on the computers decisions.,I do not believe we are at the point where computers can make human decisions. I would need to trust a experienced hiring manager in this situation.,It was based on an algorithm and not on human decisions. His selection would feel generic.
8,16,9,"2,4",2,3,2.166666667,R_NVCxynjxxUNfsLD,I don't see how an algorithm can make a determination of your customer service performance.,It must get it right sometimes but I don't think very often.,It probably depends on the result of the algorithm but he would probably not be happy with having a alg.... rate his performance.
8,100a,9,"3,4",2,3,2.333333333,R_3QFZ3ooU63lQVqK,Although algorithms can evaluate things like pitch or tone of voice or place numerical values to certain words or phrases this is not the equivalent of true human oversight.,"As I previously stated, placing numerical values on pitch or specific words or phrases does not always give a clear indication of the worker's quality of service.",If I were in the given situation these are the feelings I would have toward being treated in the same manner.
8,52,"11, 8","2,4",3,3,3.166666667,R_8GS4aK6lF82EMkp,I don't think it would be as reliable as listening in person.,I think the manager should rely on himself and not an algorithm,I don't think he would like being evaluated that way.
8,16,9,"1,4",3,3,3.666666667,R_29tdPtAIO02oYiQ,there may be human nuances that the computer can't pick up,"objectively can give evaluation, but probably will miss nuances",i think how he reacts would depend on the evaluation he gets and also on the kind of person he is with regard to  technology
8,16,8,"1,3",3,3,3.666666667,R_1H2bzSFrYjyomKh,I think people should select the top applicants,I think people have better judgement than an algorithm,I think it would depend on if he got selected or not
8,16,9,"1,4",5,3,3.666666667,R_3MMRukKneOcW8DC,The company has established this policy and if Chris is aware of the policy it is fair. The only problem I can see is that a computer is not a good substitute for a human manager.,A computer is cannot make the same evaluations about human behavior as a human.,"If the algorithm's evaluation indicates Chris has poor performance, he may become frustrated and angry at the results."
8,"16, 52","7, 12","1,3",3,3,4.166666667,R_XIlWrdoTTwVVi8h,algorithms are designed to be accurate but they can't always pick up on the nuances of individual submissions,"I don't trust an algorithm over a human, but I think it would do an ok job.","His feelings would really depend on whether he was selected or not, but I think he would be a bit frustrated that the algorithm was deciding the top applicants instead of an actual human."
8,100a,9,"4,3",5,3,3.666666667,R_3gNwBLvUpWCoJv6,"It seems fair to use an algorithm to find people that meet specific qualifications. However, not giving the whole resume consideration seems slightly unfair. The algorithm cannot take in everything that a human can.","As I noted before, simply flagging keywords can result in a good candidate falling through the cracks.","I don't think Chris would have any positive feelings about this process, but I don't think he'd feel strongly negative ones either."
8,100c,"9, 11","2,4",3,3,3,R_2rjTdg9YLm0lDUu,"Tone of voice is highly subjective, even by human standards. I can't see a situation where a computer could make a qualified judgment call based on it's interpretation of tone of voice.","Again, I don't trust the computer to make this kind of decision, and the manager using this data as his main source of judgment doesn't seem very trustworthy.",It goes back to the answer I submitted before. I'm trying to take Chris' position of how I would feel in the same situation.
8,11,9,"1,4",5,3,2,R_9B3WcNdk67TqQGl,It depends on how well the algorithm does its job. I'm doubtfull it handles edge cases that would require a judicious human to evaluate correctly.,I think it is a complicated problem that would require advanced AI to solve and I don't think there is a solution.,I think most people's experience with automated systems that involve complicated human interaction are not good.
8,8,"9, 12","1,3",3,3,2.5,R_OwZMUMsRVd9CAlH,An algorithm is just a computer. It can't truly evaluate Chris.,It's not a human.,Nobody would want a sole computer to evaluate them.
8,8,8,"1,4",3,3,3,R_DlemQz5oktMdl05,Using the algorithm to flag potential problems is an effective first step. But the computer cannot evaluate each and every human factor involved in all employee-customer calls.,"The algorithm may be an effective ""first step"" in the evaluation process, but there are far too many factors to rely on the algorithm alone.","If Chris effectively dealt with his customers, he might be disappointed that a human supervisor is not recognizing his effort. If Chris had a problem with one or more customers, he may be disappointed that no one is training him on how to deal with ""problem"" customers."
8,8,8,"4,1",2,3,3,R_xsb3GAuRieCRTTH,I think the manager should make the final decision based on the analyses as human judgement is more flexible and adjustable to situations that an algorithm,I trust human judgement way more than an algorithm in cases like this,"If I were Chris I'd be frustrated on being assigned to such a task by an algorithm, I'd rather know what the manager actually thinks if I have to do the work"
8,8,9,"4,3",3,3,3.333333333,R_31ZO8PWGd79OEL6,I think the algorithm doesn't understand or measure intangible qualities of potential candidates for the job.,There are things that can be missed in an algorithm measurement versus just a manager decision.,I think an algorithm rather then a manager making such an important choice would be frustrating and annoying if I were in his place as well.
8,16,9,"3,2",3,3,3.333333333,R_3I9sNpg4yXX5b2g,I think that the ultimate decision for scheduling should come down to the manager's decision and not a math equation.,There are lots of other personal issues that should go into scheduling that is not accounted for in this algorithm.,I think that if Chris was accustomed to a different shift that this might make him a little upset.
8,51,11,"2,3",2,3,5.833333333,R_4MyqL5PdmGNL4g9,Algorithm's cannot detect a persons persona in person and on going in job,If he relies on an algorithm to this degree not very good,I feel he would feel somewhat good about it
8,52,9,"4,4",2,3,2.333333333,R_bJzQvbtuCLVFBAt,The manager does not evaluate Chris only the algorithm does.,Algorithms are not perfect.,Chris would feel cheated.
8,8,9,"1,3",2,3,3,R_2scMkIRi4q9Aj6B,Algorithms can be exploited. I feel the lack of human element in selecting a candidate for employment is crucial,"Since code and formula is man made, there can be a possibe exploit that someone under qualified can be taken over someoone qualified",Chris would see his application is being screen by a code as opposed to the employer itself as a bit cold.
8,"8, 9",8b,"2,4",5,3,3,R_ai2KXU3fTzmIvJf,It depends on how good and accurate the algorithm is. I think you need more than just an algorithm to judge someone's job performance.,I don't really know. I do not know enough about the manager to know if I should trust him or not.,I think that Chris would feel frustrated and upset that an algorithm is judging him instead of a person.
8,9,9,"1,4",3,3,3,R_2SGKXIxoZro9fVS,"I don't really know enough about the algorithm, but I doubt it can account for all contingencies. ""Tone"" may be registered as rude, but in context is perfectly acceptable.","Again, I really don't see how ""tone"" can accurately evaluated in all circumstances.",I personally wouldn't like it. One cannot argue/debate/discuss with an algorithm.
8,9,9,"1,3",4,3,2.666666667,R_1in68AnDfJFSaN3,Unfair because a computer is making the decision. Fair because there are certain factors that companys are looking for.,It might be able to make good decisions but it also might screen out applicants that might be better suited for the job.,Chris might not like that a computer will decide whether he gets hired or not.
8,9,7,"1,4",3,3,3.166666667,R_2bJmyhkuxvVNCIY,I feel that a computer would have a difficult time interpteting human reactions. Customer ratings of him would be a better method.,The algorithm probably statistically gets it right more than not but people are uneasy when it comes to their money.,Having your evaluation left to a machine can feel unnerving.
8,9,9,"1,3",5,3,3.333333333,R_9mIP1OJGznE66RP,"I think it is somewhat fair because an algorithm can analyze a resume, but I think it takes a person to truly say if someone is top quality.",I just think that there are some qualities an algorithm cannot pick up on. Only a real person can.,I don't think many would be to happy having an algorithm decide how qualified they are for a job.
8,9,9,"4,4",3,3,3.333333333,R_2SvlaGOeFkG5Vyx,Not sure if an algorithm can make subtle judgments like a human being.,"I trust it just about as much as I trust the netflix recommendations algorithm, which isn't much.",He would probably very stressed about how the algorithm would rate him as it seems somewhat unpredictable.
8,9,6,"2,3",3,3,3.5,R_1Pd8mA8BwQ0lqgi,The manager is not choosing based on their own judgement.,He will have help in deciding. Very little chance he will make a bad decision.,To know that a computer is deciding whether he's qualified or not.
8,needs more info,9,"1,2",3,3,4,R_2qDlU71A1Q9D8xW,Scheduling in some instances needs human intervention for people that cant work certain shifts for example,An algorithm won't know little things about the employees that a supervisor would,It is not possible to know if Chris would be happy or any of these feelings without more information.
8,52,7,"4,1",3,4,2.833333333,R_24hYKDQgTgwlt6K,Because pretty much a machine is just choosing his assignment instead of his manager based on his skills,"Machines cant fully be trusted,only a little, there is always room for mistakes","I do not think he will be happy that a machine chose his assignment, i feel like he would be very frustrated and annoyed"
8,52,"6, 8","4,3",3,4,2.833333333,R_1flxuOl19Ht7oV0,the algorithm is probably looking for hard metrics rather than contexual factors,at least there is some human involvement but not all.,he would not like having a computer eval him
8,100a,8,"2,3",3,4,3,R_es0PXQd9RurWtVL,"I think a person, not a computer, should make this decision","He wouldn't have all the resumes, just the top 3",I would feel primarily frustrated
8,16,6,"2,2",5,4,3,R_25SlSoH86NeA9ZI,It isn't decided by a human,seems the most fair,he might like it depending on who he is but most likely won't
8,18,6,"3,4",3,4,4,R_Qb4d2fZcBx2AHHr,I think the manager should be able to override the algorithm,the algorithm should be more unbiased (depending on it's creators) but I trust the human to be able to be more compassionate and understanding,"If he understands the nature of his evaluation, I don't think he should feel an big emotions over it"
8,7,9,"2,3",5,4,4.666666667,R_2TzzD3oacDGIHyw,"Well, we have to have some kind of pre-screening in our fast paced world.  But computer algorithms can't really ever make up for human interaction.","If the algorithm is used, the manager may not EVER get to hear from some of the applicants so he might overlook a great candidate that was weeded out early based on the algorithm.",I think that the algorithm might be in Chris's favor so he might feel positive about it.
8,9,7,"3,3",4,4,4.833333333,R_3Ic9BtkJO0nAL35,"It's technically fair in a sense. At the same time it ignores the ""human factor"" of which many considerations can lie.","Leaning towards trust, but slightly skeptical.",He would wonder what factors impacted the outcome.
8,8,6,"2,2",3,4,3.333333333,R_1C2q4a4y1GEKzYr,"The manager doesn't take into account Chris' needs. A lot of people who work in coffee shops are doing something else as well (going to school, have another job, etc), so the manager should be more flexible than just using an algorithm.","Even though the manager uses an algorithm, I'd like to think that they would be flexible enough to take Chris' needs into account if need be.","Chris may feel like he's not being regarded as a person, but rather a machine that works for the company."
8,8,7,"1,3",5,4,3.666666667,R_2akRig0nFmxwavh,"I think there should be set standards that you must have for the job, but I believe a person must also be interviewed in person so their personalities can show. Personality is very important in my opinion.","If you have it set for major atributes you are looking for, then it could weed out people you don't want. Ex. person with a degree...",I think Chris would want to be able to show his personality in person. To be able to tell them the important things about his self.
8,9,"7, 9","1,1",3,4,3,R_2uBjAPOPLuyPbgZ,Algorithms cannot account for all gray areas.,"I am sure that there is valid data derived from the algorithm, although there are probably inaccuracies as well.",Being judged without human sensitivity is a scary thing.
8,9,9,"2,3",3,4,5.166666667,R_5vjrGfUKea5iSuR,Computer algorithm won't see the personality traits or interaction that conversation would pick up.,I am not 100% confident in computer's decision for the best candidate.,If based on the algorithm he misses the opportunity he might be upset.
8,9,"7, 12","3,1",3,4,3,R_1kM0A3nPywi4tMy,"Chris works in the factory. While the algorithm is probably helpful, Chris and the manager should work together on this and a computer should not make the FINAL decision. If he has issues or concerns, he should be able to voice them to his manager.","While machines can be trusted, the worker who works on the machine will probably know more than the manager who just reads these algorithms.",Chris is basically an extension of the machine. The machine tells him what to do/how to feel and he has no say currently.
8,9,"7, 9","1,4",5,4,3.166666667,R_3CKkJ1XknpZblY0,There are aspects of customer service that an algorhythm will not be abe to quantify,"Though it can probably complete simple evaluation, it may not be accurate enough.",Chris may not believe that the computer judges him fairly
8,9,8,"4,4",2,4,3.166666667,R_3GlfmEFK4wXvihx,An algorithm can't take every factor into account.,I think you need that human factor when determining how well someone is doing their job.,I think if I was Chris I would be weary of how the algorithm scored me.
8,9,6,"2,3",3,4,3.5,R_2BhyDn5lyIMZlcN,I do not think it is fair that a computer judges someone. The computer system is looking for certain things that a person can not pull out as information from reading something.,I only have some trust that the people who are choosen are the right people. I think that it was be better looked over by a human.,I think he would have feelings that were not that good about a computer program sorting through remsumes.
8,100a,"1, 6","3,3",3,5,3.333333333,R_1pEyvuS6zzfaL8U,"A person is more than just a collection of data, Hiring need human skills that computers lack, like making conversation and reading social cues. Even if the final hiring decision was based on a human, he might get eliminated before the final stage.","People have biases, this put everyone on equal footing.","I can't say what he felt, but this was my feeling."
8,16,"7, 12","4,3",3,5,3.833333333,R_BIYnWLT7b8Y9Msh,I think people would agree that it would be better if an actual human had the last say.,"The algorithm isn't a horrible idea, but I would still rather trust a human.",I think his feelings depend on what happens with the algorithm- whether of not he get chosen.
8,16,10,"2,3",3,5,4.666666667,R_1rAiB57myrGUUOy,I like human contact,I do not trust someone who does not trust their own criteria,Chris applied and won
8,100a,"13, 6","2,1",6,5,5.5,R_1pFO1lJQgfzrMXo,"The assignment isn't based on any sort of bias, but on the necessity of maintenance to the machine based on a mathematic calculation.","It's Chris' job to do maintenance on the machine, the algorithm decides the maintenance schedule, and the manager assigns the technicians",Chris honestly shouldn't feel any sort of way
8,13,5,"1,1",6,5,4.5,R_ANjvMuNlfXpK3dv,it's not unfair just because he wasn't assigned by a human!,the system gathers info about component history. It's workable.,It's his job to check the components
8,16,1,"1,2",3,5,3.5,R_1l67SlM7WmXvqeM,"I think it's a little bit unfair because, unlike with a human boss scheduling people, there's no opportunity for someone like Chris to voice whether he prefers mornings or not, or whether he is capable of dealing with crowds better than other employees..it just seems like something a person would know/do better than a computer. I think Chris would just find it fairer if a human, with feelings and compassion, made the schedule.","Well, I'm not familiar with this particular algorithm, but in general, I've found computer-generated things to be okay, but not stellar, when compared to the same things performed by humans.","I think in a coffee shop especially, Chris would not be very joyful or happy to be scheduled in the morning, the busiest time of day. He might be a little proud, because perhaps the boss entering his name as a possibility for the computer to schedule in mornings means that they think he's competent,but I think it's equally likely and unlikely that he'd be disappointed, frustrated, or angry--it depends whether he likes working mornings or not!"
8,8,"5, 6","2,3",5,5,2.166666667,R_9An8wKg9QpLv2Jb,I think that a human is better able to evaluate whether someone is a good candidate and this algorithm might be eliminating good employees without the company ever seeing the resume,a manager would analyse the data and make a good choice for the company,I think he would prefer a real person evaluating his fit for the copany
8,9,6,"3,3",3,5,4.166666667,R_1DwBCGk1uqdCBRq,There are parts of an individuals personality that cannot be account for on algorithms,The manager is at least keeping an eye on the algorithm,It would be frustrating to have your fate in a computers hands. The text did not say if Chris was or was not chosen
8,9,6,"2,3",5,5,3.166666667,R_3sBc1aX3fM4ACW9,"I think there are elements to a job that can't be determined by a computer.  Fitting in with the work culture, for instance, can't be determined by an algorithm.","I think the algorithm can probably do a fairly good job of narrowing down candidates by qualifications, and the manager can then weigh the intangibles.  I think I would have some trust in this system.","I wouldn't want to be judged by an algorithm, I assume Chris would not either."
8,100a,7,"3,3",7,6,5.5,R_8vkAkYbAKmT59FT,I believe using the algorithm eliminates human error.,The algorithm should make good quality decisions since it has a very important job.,He's being judged by a machine so he has no reason to be angry or disappointed. He'll be invited to a job interview only if he's a good fit for the position.
8,13,6,"3,1",7,6,5.833333333,R_1DwF0arYBJ1XRbi,I believe in this situation a human perspective is needed in case of any unforseen variables. Also the algorithm is programmed to be presise and accurate.,I believe the algorithm is accurate. Being backed be a human observer makes me even more confident.,I believe he should be satisfied for such a simple job. He follows the algorithms instructions. Although some people may be bored with such an thinkless task.
8,16,6,"2,3",3,7,2,R_1hDO11q4p8FVmeV,"Chris may be qualified for the job, but just may not have the keywords in his resume for which the algorithm is searching. He deserves to have someone read his resume and evaluate it, not a computer.",It seems like the manager is not looking at the resumes himself. It seems as if he is only letting the computer do the work.,I think Chris would feel like he wasn't given a fair chance if he wasn't selected for the interview.
"8, 9",9,9,"4,4",2,2,3.166666667,R_1OxAcr4SBRh6SH1,I don't think that performance in customer service should be done by machine. Real people should be evaluated by real people as machines would not be able to pick up sarcasm or intonation that leads to interpreted meaning.,I do not have faith that a machine could do the same job as well as the manager.,I think that he would feel resentful that a machine was determining his job performance.
9,100c,9,"2,4",3,1,1,R_3saxKcMwcbnmGvw,It is not fair to judge someone by a algorymthm,That would not instill trust.,I know that would piss me off
9,100c,9,"4,4",1,1,1.333333333,R_2RWfm2Wb91F5U2t,"i think thats totaly unfair , the results of that evaluation is completly false",i don't trus at all that the algorithm makes good quality employee evaluation,i just thing that way
9,8,9,"1,2",3,1,2,R_3lDHFRefPLPHjnF,A supervisor should be doing the scheduling. It almost seems uncair that the one is always scheduled for the morning shift.,Information that is provided to a computer is only as good as the individual who is inputting.,Chris would be highly disappointed that a computer is making his schedule as opposed to a supervisor having human interaction.
9,8,9,"2,4",1,1,3.833333333,R_28HFFGmmSB6QsEZ,because the computer could be wrong.,I think he should sit in on calls and judge for himself.,i think he would rather his manager judge him
9,52,9,"2,4",2,1,1.666666667,R_2P0c73y9rNPpbZ7,Chris may have handled the call professionaly but the caller may have been unstable/unreasonable. A computer can't tell the difference.,The manager should not depend on a computer algorithm.,I can't imagine anyone would be happy or not be angry about it.
9,52,9,"2,3",2,1,2.666666667,R_31Mc3A7OgFrTcxw,"Some candidate may have an advantage if their resume or personal statement coincide with that algorithm. Yet, this may not be the best candidate for the job.",The manager is determining his decision based upon the algorithm. He is not trusting his judgment and experience as a manager to make a wise decision.,"If Chris is not chosen, then all of the effort he put into writing his resume and statement will make him feel discouraged."
9,52,11,"3,3",3,1,1.833333333,R_2wKv31T6ECNl6pe,there should be a way that he gets picked besides with the algorithm,this is an unfair way,I am sure he would be totally upset for not getting picked
9,52,9,"1,2",1,1,1,R_XXKrwo11xd4QJMZ,It doesn't seem right to do it this way.,It doesn't seem like a fair system.,He may or may not be a morning person.
9,8,9,"4,4",2,1,2.666666667,R_28MUKPEc6YhACTH,Algorithms can make mistakes.,Its not easy to judge voice tone and what transpired during the call by a computer.,It would make him upset knowing he is being reviewed by a computer.
9,8,9,"1,4",3,1,3.5,R_SGGcMmMmzbS5puh,Every call and person is different.  The algorithm can't account for every scenario so it is unfair to evaluate performance using an algorithm,"I really can't explain it except to say, I don't like it.  Let a human being supervisor observe and evaluate me.",I am just guessing at Chris's feelings but I image he would not like to have his performance rated based on an algorithm.
9,9,9,"2,2",1,1,1,R_2VQ0IjHruKpdedC,"Humans have a more altenate life and are not fixed, therefore a computer choosing a schedule is not putting all of the options and the true situation that Christ needs or wants.",If a manager is lazy or unwilling to make a schedule based on mutual agreement he is in no position to be a manager.,Chris would feel like he is taking order from a computer and that the manager has no feeling or empathy towards what is good for Christ and the manager. Christ feels like his opinion and voice does not count for anything.
9,9,9,"1,4",2,1,2,R_1eFbKqDmefnoxhj,"An algorithm cannot completely detect how an employee is interacting with customers, it only measures how a person talks.","It is a machine, not an actual person.",Chris might have a voice that sounds angry to the algorithm even though he was not angry when he was talking to the customer.
9,9,9,"3,4",1,1,1,R_12l2gNnk9pFZUEx,"An algorithm cannot detect the subtleties a human can, even when monitored.",The manager can abuse the algorithm by manipulating it and claiming the algorithm decided it.,"No matter what the algorithm chooses, it can't be totally accurate."
9,9,9,"2,4",1,1,1.166666667,R_3vHuxuyJoA55ZSx,I don't think that an algorithm can properly distinguish from good or bad customer service.,"I wouldn't trust him at all. If they're relying on a computer to give them this type of data, than there is probably something wrong with the manager.","He probably would think the same thing, that a computer isn't going to give a accurate reading."
9,9,9,"1,3",2,1,2.333333333,R_2abIRoYYedQ8bah,"Algorithms may predict aptitude, but they cannot predict nuanced things like job loyalty, personality fit, fit with corporate culture and so on.","As mentioned, technology cannot predict if someone is a good fit for a corporate culture. It cannot predict enthusiasm, loyalty, and overall a good fit for a position.","Chris would sort of get that sinking feeling you get from online dating -- you never get the right match, and the algorithm would set you up with inapproprate prospects."
