fairness ID,20 types fairness,fairness,fairness code,trust ID,20 types trust,trust,trust code,emotion ID,20 types emotion,emotion,emotion code
R_1MRqo9MyjaMeaLg,"3,4",6,4,R_1kYu5LoiOH511wr,"3,4",5,9b,R_pLrF3JxrmbT7vVL,"3,4",2.666666667,16b
R_1MRqo9MyjaMeaLg,"3,4",6,6,R_1MRqo9MyjaMeaLg,"3,4",5,7,R_2zLWKnrKQpHtQWK,"3,4",5.833333333,100a
R_3HqnUrZApEZW4pr,"3,4",7,1,R_3HqnUrZApEZW4pr,"3,4",5,7,R_22unNXpD1fhJV9g,"3,4",4.833333333,4
R_3HqnUrZApEZW4pr,"3,4",7,13,R_3HqnUrZApEZW4pr,"3,4",5,9b,R_22unNXpD1fhJV9g,"3,4",4.833333333,7
R_2Srf7mH1hltMHkp,"3,4",5,1,R_2Srf7mH1hltMHkp,"3,4",5,needs more info,R_10T2hc7lfQoYnPo,"3,4",5.333333333,51
R_2QthzG7K4mHvg0E,"3,4",6,1,R_2QthzG7K4mHvg0E,"3,4",5,7,R_pxEFRbHImWj3V8B,"3,4",5.833333333,51
R_Rhrmmdo9u59cmGZ,"3,4",6,1,R_2QthzG7K4mHvg0E,"3,4",5,9a,R_2pK5mAuTlM12dPy,"3,4",6.333333333,7
R_1pEUwYZVc3ibvZl,"3,4",5,6c,R_Rhrmmdo9u59cmGZ,"3,4",5,9b,R_2PCozBBP2LUn7a0,"3,4",3.166666667,9c
R_DNtlzYbzYHdwJrz,"3,4",6,6a,R_1pEUwYZVc3ibvZl,"3,4",5,7,R_3KDgePzbGtQjR0F,"3,3",4.333333333,14b
R_1HicrGv7oS8HgBW,"3,4",6,1,R_1pEUwYZVc3ibvZl,"3,4",5,9a,R_1MVYxY5ZsMwoc5x,"3,3",2.0,8
R_3R2apakn7tzhKqJ,"3,4",4,needs more info,R_DNtlzYbzYHdwJrz,"3,4",5,4,R_1OBsChZRlKVCsvD,"3,3",2.333333333,9a
R_pLrF3JxrmbT7vVL,"3,4",6,2,R_DNtlzYbzYHdwJrz,"3,4",5,6,R_1OBsChZRlKVCsvD,"3,3",2.333333333,12
R_2zLWKnrKQpHtQWK,"3,4",6,5,R_1HicrGv7oS8HgBW,"3,4",5,6,R_2Cs6nRVOP9aRewP,"3,3",2.5,52a
R_22unNXpD1fhJV9g,"3,4",6,7,R_1HicrGv7oS8HgBW,"3,4",5,10,R_1gdVcgSBLq2mnSR,"3,3",2.833333333,52a
R_10T2hc7lfQoYnPo,"3,4",5,6a,R_3R2apakn7tzhKqJ,"3,4",5,4,R_22Ds3zFfY9Qidb6,"3,3",3.5,11
R_pxEFRbHImWj3V8B,"3,4",6,6b,R_pLrF3JxrmbT7vVL,"3,4",6,6,R_3j6UB7aGhFev9Lk,"3,3",3.166666667,12
R_2pK5mAuTlM12dPy,"3,4",6,6c,R_2zLWKnrKQpHtQWK,"3,4",6,2,R_3CIXJJVhOuKlo4k,"3,3",3.166666667,12
R_2PCozBBP2LUn7a0,"3,4",7,1,R_22unNXpD1fhJV9g,"3,4",6,4,R_3CIXJJVhOuKlo4k,"3,3",3.166666667,51a
R_3KDgePzbGtQjR0F,"3,3",6,2,R_10T2hc7lfQoYnPo,"3,4",6,7,R_3G2gUaZm5RelzNu,"3,3",3.333333333,52
R_1MVYxY5ZsMwoc5x,"3,3",2,8b,R_10T2hc7lfQoYnPo,"3,4",6,10,R_27vPauIK8Y3GVk2,"3,3",2.0,9b
R_1OBsChZRlKVCsvD,"3,3",4,9,R_10T2hc7lfQoYnPo,"3,4",6,11,R_11crURigrY3oWmx,"3,3",3.0,9c
R_2Cs6nRVOP9aRewP,"3,3",3,15,R_pxEFRbHImWj3V8B,"3,4",6,1,R_115sKTUdXGwhnqv,"3,3",3.666666667,4
R_1gdVcgSBLq2mnSR,"3,3",5,13,R_pxEFRbHImWj3V8B,"3,4",6,6,R_UtMJn2WYzRQNlK1,"3,3",3.833333333,16a
R_22Ds3zFfY9Qidb6,"3,3",3,11,R_2pK5mAuTlM12dPy,"3,4",6,6,R_2QKRlHIRD1v5F5G,"3,3",4.5,needs more info
R_22Ds3zFfY9Qidb6,"3,3",3,10,R_2PCozBBP2LUn7a0,"3,4",6,1,R_2QKRlHIRD1v5F5G,"3,3",4.5,16a
R_3j6UB7aGhFev9Lk,"3,3",3,9b,R_3KDgePzbGtQjR0F,"3,3",1,2,R_3Ic9BtkJO0nAL35,"3,3",4.833333333,9c
R_3CIXJJVhOuKlo4k,"3,3",6,4,R_1MVYxY5ZsMwoc5x,"3,3",2,8b,R_3fC7M1artbEdYYd,"3,3",2.5,11
R_3CIXJJVhOuKlo4k,"3,3",6,13,R_1OBsChZRlKVCsvD,"3,3",2,9c,R_1eyOPlUKF1chKEZ,"3,3",2.5,9b
R_3G2gUaZm5RelzNu,"3,3",3,9b,R_2Cs6nRVOP9aRewP,"3,3",3,9a,R_0TA4AYjjs3RMZLb,"3,3",3.166666667,52a
R_27vPauIK8Y3GVk2,"3,3",2,100,R_1gdVcgSBLq2mnSR,"3,3",3,9b,R_0TA4AYjjs3RMZLb,"3,3",3.166666667,17
R_11crURigrY3oWmx,"3,3",6,1,R_22Ds3zFfY9Qidb6,"3,3",3,11,R_1pEyvuS6zzfaL8U,"3,3",3.333333333,100a
R_115sKTUdXGwhnqv,"3,3",6,4,R_22Ds3zFfY9Qidb6,"3,3",3,10,R_BPzPIyIKKbZbTwt,"3,3",4.0,18
R_UtMJn2WYzRQNlK1,"3,3",6,2,R_3j6UB7aGhFev9Lk,"3,3",3,8,R_1F9TrM8vWJvOiG2,"3,3",4.0,16a
R_2QKRlHIRD1v5F5G,"3,3",5,15,R_3CIXJJVhOuKlo4k,"3,3",3,9a,R_3oz8tpKqrSIpd3L,"3,3",4.0,18
R_3Ic9BtkJO0nAL35,"3,3",4,12b,R_3G2gUaZm5RelzNu,"3,3",3,9a,R_2bkiUx30PTeKEyB,"3,3",5.166666667,18
R_3fC7M1artbEdYYd,"3,3",3,11,R_27vPauIK8Y3GVk2,"3,3",3,9c,R_2WPt35umR6yJDdI,"3,3",5.666666667,1
R_3fC7M1artbEdYYd,"3,3",3,1,R_11crURigrY3oWmx,"3,3",3,1,R_0Dqwh8NcLs6uOVb,"3,3",4.0,100a
R_1eyOPlUKF1chKEZ,"3,3",6,3,R_115sKTUdXGwhnqv,"3,3",4,9a,R_3I0rGHnp1cOB3A9,"3,3",4.0,100a
R_0TA4AYjjs3RMZLb,"3,3",6,2,R_115sKTUdXGwhnqv,"3,3",4,8,R_DuySpe26C1vkaTD,"3,3",4.166666667,100a
R_1pEyvuS6zzfaL8U,"3,3",3,12b,R_UtMJn2WYzRQNlK1,"3,3",4,11,R_1IAUmKts36zCiHW,"3,3",5.0,13
R_BPzPIyIKKbZbTwt,"3,3",6,2,R_2QKRlHIRD1v5F5G,"3,3",4,9b,R_1IAUmKts36zCiHW,"3,3",5.0,16a
R_1F9TrM8vWJvOiG2,"3,3",6,2,R_3Ic9BtkJO0nAL35,"3,3",4,7,R_31YiZY1W2YdksMw,"3,3",4.0,4
R_1F9TrM8vWJvOiG2,"3,3",6,6,R_3fC7M1artbEdYYd,"3,3",4,1,R_1mJJtqe49t3BDW8,"3,3",3.833333333,51
R_3oz8tpKqrSIpd3L,"3,3",5,3,R_3fC7M1artbEdYYd,"3,3",4,10,R_1mJJtqe49t3BDW8,"3,3",3.833333333,12
R_2bkiUx30PTeKEyB,"3,3",6,2,R_1eyOPlUKF1chKEZ,"3,3",5,7,R_1lhh7cVLx6JfjkK,"3,3",4.833333333,51a
R_2WPt35umR6yJDdI,"3,3",6,1,R_0TA4AYjjs3RMZLb,"3,3",5,6,R_3hGSigX08bEJq6u,"3,3",3.166666667,52
R_2WPt35umR6yJDdI,"3,3",6,10,R_1pEyvuS6zzfaL8U,"3,3",5,1,R_1DwBCGk1uqdCBRq,"3,3",4.166666667,9a
R_2WPt35umR6yJDdI,"3,3",6,11,R_1pEyvuS6zzfaL8U,"3,3",5,6,R_WeLVmyKLH4Yttdv,"3,3",4.0,16a
R_0Dqwh8NcLs6uOVb,"3,3",5,1,R_BPzPIyIKKbZbTwt,"3,3",5,4,R_1pyzOqaD8xoqMZR,"3,3",5.5,12
R_3I0rGHnp1cOB3A9,"3,3",6,1,R_BPzPIyIKKbZbTwt,"3,3",5,6,R_1FRlHW0A0XgdXHZ,"3,3",6.0,100c
R_DuySpe26C1vkaTD,"3,3",5,5,R_1F9TrM8vWJvOiG2,"3,3",5,6,R_WljQsUoqteFNJkZ,"3,3",6.5,16b
R_1IAUmKts36zCiHW,"3,3",5,1,R_3oz8tpKqrSIpd3L,"3,3",5,9c,R_8vkAkYbAKmT59FT,"3,3",5.5,100a
R_1IAUmKts36zCiHW,"3,3",5,6,R_3oz8tpKqrSIpd3L,"3,3",5,10,R_2BeW2VV26H64hwt,"3,3",4.0,100c
R_31YiZY1W2YdksMw,"3,3",6,7,R_2bkiUx30PTeKEyB,"3,3",5,7,R_1mVgzKs7UMIEd4Y,"3,3",5.166666667,3
R_1mJJtqe49t3BDW8,"3,3",5,1,R_2bkiUx30PTeKEyB,"3,3",5,6,R_t0CnEGyfLTjbe7L,"3,3",3.833333333,4
R_1lhh7cVLx6JfjkK,"3,3",6,7,R_2WPt35umR6yJDdI,"3,3",5,6,R_t0CnEGyfLTjbe7L,"3,3",3.833333333,100a
R_3hGSigX08bEJq6u,"3,3",3,9b,R_2WPt35umR6yJDdI,"3,3",5,9a,R_1K24N4O0E5lUurz,"3,3",3.833333333,needs more info
R_1DwBCGk1uqdCBRq,"3,3",3,12a,R_0Dqwh8NcLs6uOVb,"3,3",5,6,R_1pKFDksgoNAAGFJ,"3,3",6.333333333,7
R_WeLVmyKLH4Yttdv,"3,3",6,3,R_3I0rGHnp1cOB3A9,"3,3",5,1,R_10oW2pteW9ecJRv,"3,3",5.333333333,51
R_1pyzOqaD8xoqMZR,"3,3",4,4,R_DuySpe26C1vkaTD,"3,3",5,6,R_2U0eiGaNSbTEBgI,"3,3",1.5,9c
R_1FRlHW0A0XgdXHZ,"3,3",6,2,R_1IAUmKts36zCiHW,"3,3",5,1,R_r2vYVhb1gNblkLT,"3,2",1.0,100c
R_WljQsUoqteFNJkZ,"3,3",7,4a,R_1IAUmKts36zCiHW,"3,3",5,6,R_3qeADSi71j32iWV,"3,2",2.833333333,11
R_8vkAkYbAKmT59FT,"3,3",7,12,R_31YiZY1W2YdksMw,"3,3",5,7,R_3qeADSi71j32iWV,"3,2",2.833333333,12
R_2BeW2VV26H64hwt,"3,3",4,7,R_1mJJtqe49t3BDW8,"3,3",5,7,R_Q4Zodysq1dnIYI9,"3,2",3.833333333,16b
R_1mVgzKs7UMIEd4Y,"3,3",6,6c,R_1lhh7cVLx6JfjkK,"3,3",5,needs more info,R_3hlTG3CABbNR4qU,"3,2",3.666666667,9c
R_t0CnEGyfLTjbe7L,"3,3",6,7,R_3hGSigX08bEJq6u,"3,3",5,7,R_2OU8mcTbXpoUffC,"3,2",3.833333333,13
R_1K24N4O0E5lUurz,"3,3",6,1,R_3hGSigX08bEJq6u,"3,3",5,9a,R_1OJ50G3ybd0oj8D,"3,2",4.833333333,9c
R_1pKFDksgoNAAGFJ,"3,3",6,3,R_1DwBCGk1uqdCBRq,"3,3",5,6,R_1NlTqmR38wE3GOD,"3,2",2.0,10
R_10oW2pteW9ecJRv,"3,3",7,1,R_WeLVmyKLH4Yttdv,"3,3",6,100a,R_3I9sNpg4yXX5b2g,"3,2",3.333333333,16b
R_10oW2pteW9ecJRv,"3,3",7,6,R_1pyzOqaD8xoqMZR,"3,3",6,6,R_1diEslhgSzpGfMQ,"3,2",3.666666667,51
R_2U0eiGaNSbTEBgI,"3,3",6,1,R_1FRlHW0A0XgdXHZ,"3,3",6,6,R_3KBm8atFrnGmLLQ,"3,2",3.666666667,52a
R_r2vYVhb1gNblkLT,"3,2",3,100,R_WljQsUoqteFNJkZ,"3,3",6,7,R_28BNGeEuCQ9FSWz,"3,2",4.0,2
R_3qeADSi71j32iWV,"3,2",3,8b,R_WljQsUoqteFNJkZ,"3,3",6,9b,R_oZZXEJkVk8LvxT3,"3,2",5.0,needs more info
R_Q4Zodysq1dnIYI9,"3,2",5,1,R_8vkAkYbAKmT59FT,"3,3",6,7,R_1Lndh7pwNl7pPIU,"3,2",5.0,16b
R_3hlTG3CABbNR4qU,"3,2",3,100,R_2BeW2VV26H64hwt,"3,3",6,7,R_29dgGTb6NL6l6yS,"3,2",3.666666667,16b
R_2OU8mcTbXpoUffC,"3,2",4,100a,R_1mVgzKs7UMIEd4Y,"3,3",6,6,R_2AMt0rG5HP79ace,"3,2",5.333333333,16b
R_1OJ50G3ybd0oj8D,"3,2",6,5,R_t0CnEGyfLTjbe7L,"3,3",6,7,R_3j6Dm4av4CAyfdT,"3,2",5.166666667,51
R_1NlTqmR38wE3GOD,"3,2",2,11,R_1K24N4O0E5lUurz,"3,3",6,1,R_2ckMhqaVIoSbuI2,"3,2",3.833333333,needs more info
R_3I9sNpg4yXX5b2g,"3,2",3,12,R_1K24N4O0E5lUurz,"3,3",6,6,R_3PgZqdbVvIgo1gx,"3,2",2.833333333,52a
R_1diEslhgSzpGfMQ,"3,2",5,9b,R_1pKFDksgoNAAGFJ,"3,3",7,7,R_3nDwHNoWyssNsUU,"3,2",3.5,13
R_3KBm8atFrnGmLLQ,"3,2",5,5,R_10oW2pteW9ecJRv,"3,3",7,1,R_1rJ4Xfx7R6PH6qj,"3,2",4.0,18
R_28BNGeEuCQ9FSWz,"3,2",6,13,R_10oW2pteW9ecJRv,"3,3",7,4,R_1dyTEvcoHjTRxSj,"3,2",5.0,5
R_oZZXEJkVk8LvxT3,"3,2",6,3,R_2U0eiGaNSbTEBgI,"3,3",7,1,R_2Skvzciku3RoImv,"3,2",6.0,3
R_1Lndh7pwNl7pPIU,"3,2",6,6c,R_r2vYVhb1gNblkLT,"3,2",1,100c,R_1Pda6z9FP9PysoX,"3,2",6.0,5
R_29dgGTb6NL6l6yS,"3,2",6,1,R_3qeADSi71j32iWV,"3,2",2,100c,R_UxSRYFZwHwqGZ5n,"3,2",4.0,100a
R_2AMt0rG5HP79ace,"3,2",5,13,R_Q4Zodysq1dnIYI9,"3,2",2,9c,R_03qVTzYQC67xjk5,"3,2",4.0,100a
R_3j6Dm4av4CAyfdT,"3,2",5,6c,R_3hlTG3CABbNR4qU,"3,2",2,9a,R_Pwh1xGAX18T45Sp,"3,2",4.5,100a
R_2ckMhqaVIoSbuI2,"3,2",5,1,R_2OU8mcTbXpoUffC,"3,2",3,1,R_22Mrt2qKZH0JfWA,"3,2",4.5,100a
R_3PgZqdbVvIgo1gx,"3,2",5,5,R_1OJ50G3ybd0oj8D,"3,2",3,10,R_10V5Kn4Ewu7jfZk,"3,2",5.333333333,100a
R_3nDwHNoWyssNsUU,"3,2",6,5,R_1NlTqmR38wE3GOD,"3,2",3,7,R_2veNIzVzScNcFpz,"3,2",4.0,100a
R_1rJ4Xfx7R6PH6qj,"3,2",4,14a,R_1NlTqmR38wE3GOD,"3,2",3,11,R_2veNIzVzScNcFpz,"3,2",4.0,9c
R_1dyTEvcoHjTRxSj,"3,2",2,4a,R_3I9sNpg4yXX5b2g,"3,2",3,9a,R_D30wL8jrl8i7Ctb,"3,2",4.166666667,13
R_2Skvzciku3RoImv,"3,2",6,3,R_1diEslhgSzpGfMQ,"3,2",3,9b,R_Wj7s9H6DIvsAR57,"3,2",4.666666667,13a
R_1Pda6z9FP9PysoX,"3,2",5,5,R_3KBm8atFrnGmLLQ,"3,2",4,7,R_SPIl3IEJlHQUYmJ,"3,2",4.0,16b
R_UxSRYFZwHwqGZ5n,"3,2",5,7,R_28BNGeEuCQ9FSWz,"3,2",4,100a,R_3L857JxGq0dL3fZ,"3,2",4.0,16b
R_03qVTzYQC67xjk5,"3,2",7,6a,R_oZZXEJkVk8LvxT3,"3,2",4,3,R_Tc0cepxwH8iXbtn,"3,2",5.666666667,16b
R_Pwh1xGAX18T45Sp,"3,2",6,1,R_1Lndh7pwNl7pPIU,"3,2",4,100c,R_2AXRM1B3U9laIBE,"3,2",4.0,5
R_22Mrt2qKZH0JfWA,"3,2",6,6c,R_29dgGTb6NL6l6yS,"3,2",4,9c,R_32RZWreZjEkssMQ,"3,2",4.5,5
R_10V5Kn4Ewu7jfZk,"3,2",6,7,R_2AMt0rG5HP79ace,"3,2",4,14b,R_32RZWreZjEkssMQ,"3,2",4.5,needs more info
R_2veNIzVzScNcFpz,"3,2",4,1,R_3j6Dm4av4CAyfdT,"3,2",4,12,R_1lrxUINl4CRDT4M,"3,2",2.833333333,51
R_D30wL8jrl8i7Ctb,"3,2",5,1,R_2ckMhqaVIoSbuI2,"3,2",4,needs more info,R_1lrxUINl4CRDT4M,"3,2",2.833333333,12
R_D30wL8jrl8i7Ctb,"3,2",5,6,R_3PgZqdbVvIgo1gx,"3,2",5,7,R_3ER6s0B7xAqpEkq,"3,2",2.833333333,7
R_Wj7s9H6DIvsAR57,"3,2",6,1,R_3nDwHNoWyssNsUU,"3,2",5,7,R_3ER6s0B7xAqpEkq,"3,2",2.833333333,52
R_SPIl3IEJlHQUYmJ,"3,2",5,3,R_1rJ4Xfx7R6PH6qj,"3,2",5,6,R_2dxSSlc7SpZxNUW,"3,2",1.333333333,9c
R_3L857JxGq0dL3fZ,"3,2",5,6b,R_1dyTEvcoHjTRxSj,"3,2",5,3,R_8iHwGPOlyPndSIF,"3,2",2.833333333,9c
R_Tc0cepxwH8iXbtn,"3,2",5,7,R_2Skvzciku3RoImv,"3,2",5,9b,R_6JYsTIK8ty8pNEB,"3,2",3.5,16b
R_Tc0cepxwH8iXbtn,"3,2",5,5,R_1Pda6z9FP9PysoX,"3,2",5,11,R_1JJInHcOR6G3p2l,"3,2",4.833333333,6
R_2AXRM1B3U9laIBE,"3,2",6,1,R_UxSRYFZwHwqGZ5n,"3,2",5,7,R_aWcqRenV88ZQ5zj,"3,2",6.333333333,5
R_32RZWreZjEkssMQ,"3,2",5,5,R_UxSRYFZwHwqGZ5n,"3,2",5,8a,R_3013fTYvllRa8Pg,"3,2",4.666666667,100a
R_1lrxUINl4CRDT4M,"3,2",6,1,R_03qVTzYQC67xjk5,"3,2",5,10,R_22CSPxlGIPjl0UY,"3,2",5.333333333,100a
R_3ER6s0B7xAqpEkq,"3,2",5,7,R_Pwh1xGAX18T45Sp,"3,2",5,7,R_DC5fTu42hiu4OMF,"3,2",4.5,5
R_2dxSSlc7SpZxNUW,"3,2",1,100,R_22Mrt2qKZH0JfWA,"3,2",5,6,R_3GddDmdo1xUQWO1,"3,2",5.333333333,5
R_8iHwGPOlyPndSIF,"3,2",5,13,R_10V5Kn4Ewu7jfZk,"3,2",5,6,R_1DZq1woY8jicrpH,"3,2",5.666666667,5
R_6JYsTIK8ty8pNEB,"3,2",6,3,R_2veNIzVzScNcFpz,"3,2",5,1,R_2pYnHI4ud1jemp9,"3,2",5.0,51
R_1JJInHcOR6G3p2l,"3,2",7,4,R_2veNIzVzScNcFpz,"3,2",5,10,R_UcDq9q3aIYqdd1D,"3,2",5.0,5
R_aWcqRenV88ZQ5zj,"3,2",7,5,R_D30wL8jrl8i7Ctb,"3,2",5,1,R_UcDq9q3aIYqdd1D,"3,2",5.0,13
R_3013fTYvllRa8Pg,"3,2",6,6b,R_D30wL8jrl8i7Ctb,"3,2",5,6,R_1H6n3fmaFlrlBuy,"3,2",4.333333333,51
R_22CSPxlGIPjl0UY,"3,2",7,5,R_Wj7s9H6DIvsAR57,"3,2",5,6,R_1H6n3fmaFlrlBuy,"3,2",4.333333333,13
R_DC5fTu42hiu4OMF,"3,2",6,1,R_SPIl3IEJlHQUYmJ,"3,2",5,100c,R_8cBoyhF00FK8hmV,"3,1",2.0,9a
R_3GddDmdo1xUQWO1,"3,2",6,5,R_3L857JxGq0dL3fZ,"3,2",5,6,R_21sSmzwtcXG5duu,"3,1",3.166666667,12
R_1DZq1woY8jicrpH,"3,2",7,7,R_Tc0cepxwH8iXbtn,"3,2",5,7,R_3lz7JBkmWrHQlCr,"3,1",4.5,13
R_2pYnHI4ud1jemp9,"3,2",6,6a,R_Tc0cepxwH8iXbtn,"3,2",5,9a,R_0kPEMENZlyeI9tD,"3,1",5.333333333,13
R_UcDq9q3aIYqdd1D,"3,2",7,5,R_2AXRM1B3U9laIBE,"3,2",5,5,R_0GqH1WR2ya8DXwt,"3,1",5.5,13
R_1H6n3fmaFlrlBuy,"3,2",6,13,R_32RZWreZjEkssMQ,"3,2",5,6,R_1kM0A3nPywi4tMy,"3,1",3.0,9c
R_8cBoyhF00FK8hmV,"3,1",2,100,R_1lrxUINl4CRDT4M,"3,2",5,6,R_3hxpnd3j0LJn4RB,"3,1",4.5,14a
R_21sSmzwtcXG5duu,"3,1",3,100,R_3ER6s0B7xAqpEkq,"3,2",5,3,R_3fQ7HK8ktq2yMIh,"3,1",4.0,100a
R_3lz7JBkmWrHQlCr,"3,1",4,13,R_2dxSSlc7SpZxNUW,"3,2",5,6,R_DjHDwThHm18MsJr,"3,1",4.0,100a
R_0kPEMENZlyeI9tD,"3,1",6,13,R_8iHwGPOlyPndSIF,"3,2",6,7,R_3dSsz3huXQoaxA6,"3,1",4.5,100a
R_0GqH1WR2ya8DXwt,"3,1",6,13,R_6JYsTIK8ty8pNEB,"3,2",6,6,R_12xU00l6NlzwBpn,"3,1",4.666666667,100a
R_1kM0A3nPywi4tMy,"3,1",3,12,R_1JJInHcOR6G3p2l,"3,2",6,6,R_2163kR5sFxRA7Tl,"3,1",5.0,13
R_3hxpnd3j0LJn4RB,"3,1",6,13,R_aWcqRenV88ZQ5zj,"3,2",6,7,R_1JRSChgoRIlqfOa,"3,1",5.166666667,13
R_3fQ7HK8ktq2yMIh,"3,1",7,1,R_3013fTYvllRa8Pg,"3,2",6,7,R_24rpmEAm58KcvNT,"3,1",5.166666667,13
R_DjHDwThHm18MsJr,"3,1",4,100a,R_22CSPxlGIPjl0UY,"3,2",6,7,R_3MN0YpkqySh0Q7m,"3,1",4.5,9c
R_3dSsz3huXQoaxA6,"3,1",6,1,R_DC5fTu42hiu4OMF,"3,2",6,1,R_22S502hQHsgXGfG,"3,1",2.5,52a
R_3dSsz3huXQoaxA6,"3,1",6,6,R_DC5fTu42hiu4OMF,"3,2",6,6,R_3RpSAJlOqVxK4VD,"3,1",3.333333333,16b
R_12xU00l6NlzwBpn,"3,1",6,100a,R_3GddDmdo1xUQWO1,"3,2",6,1,R_3FRKTkFB7DkN4xx,"3,1",3.666666667,13
R_2163kR5sFxRA7Tl,"3,1",7,13,R_1DZq1woY8jicrpH,"3,2",6,100a,R_3G3c0yOo77MtWIX,"3,1",3.666666667,13
R_1JRSChgoRIlqfOa,"3,1",7,13,R_2pYnHI4ud1jemp9,"3,2",6,7,R_1H7S6DGxiKcxMON,"3,1",3.833333333,12
R_24rpmEAm58KcvNT,"3,1",5,6c,R_UcDq9q3aIYqdd1D,"3,2",7,6,R_2EhK7iesP5lnfz2,"3,1",4.0,18
R_3MN0YpkqySh0Q7m,"3,1",6,6c,R_1H6n3fmaFlrlBuy,"3,2",7,1,R_1BQkChhLjAXdHO3,"3,1",4.5,13
R_22S502hQHsgXGfG,"3,1",5,3,R_8cBoyhF00FK8hmV,"3,1",2,12,R_2Sv4jlApU5NOcOv,"3,1",4.5,100c
R_3RpSAJlOqVxK4VD,"3,1",6,3,R_21sSmzwtcXG5duu,"3,1",3,100c,R_2EgA2brUqPCyFGE,"3,1",4.666666667,14a
R_3FRKTkFB7DkN4xx,"3,1",7,3,R_3lz7JBkmWrHQlCr,"3,1",4,7,R_2SesWglDAu4DXQk,"3,1",5.0,18
R_3FRKTkFB7DkN4xx,"3,1",7,6,R_0kPEMENZlyeI9tD,"3,1",4,9b,R_1rek8GvZ7bDrSs6,"3,1",3.333333333,10
R_3G3c0yOo77MtWIX,"3,1",6,1,R_0GqH1WR2ya8DXwt,"3,1",4,14b,R_2xG0IJYTohzqIoV,"3,1",4.0,100a
R_3G3c0yOo77MtWIX,"3,1",6,3,R_1kM0A3nPywi4tMy,"3,1",4,7,R_3m3FL8jvOrk1BZt,"3,1",5.333333333,100a
R_3G3c0yOo77MtWIX,"3,1",6,6,R_1kM0A3nPywi4tMy,"3,1",4,12,R_2PhWxznzg9WhIWr,"3,1",3.5,13
R_1H7S6DGxiKcxMON,"3,1",6,3,R_3hxpnd3j0LJn4RB,"3,1",5,9b,R_3n3pwK733a0ievc,"3,1",5.0,13
R_1H7S6DGxiKcxMON,"3,1",6,14,R_3fQ7HK8ktq2yMIh,"3,1",5,6,R_10TrFhq8fpMp3HP,"3,1",5.833333333,13
R_2EhK7iesP5lnfz2,"3,1",7,13,R_3fQ7HK8ktq2yMIh,"3,1",5,9b,R_1DwF0arYBJ1XRbi,"3,1",5.833333333,13
R_1BQkChhLjAXdHO3,"3,1",6,13,R_DjHDwThHm18MsJr,"3,1",5,6,R_12LOqT4QbZZPREV,"3,1",3.666666667,13
R_2Sv4jlApU5NOcOv,"3,1",6,3,R_3dSsz3huXQoaxA6,"3,1",5,5,R_12LOqT4QbZZPREV,"3,1",3.666666667,12
R_2EgA2brUqPCyFGE,"3,1",6,4,R_12xU00l6NlzwBpn,"3,1",5,7,R_sSAiDS5vtvnHosN,"3,1",5.0,14
R_2SesWglDAu4DXQk,"3,1",6,13,R_2163kR5sFxRA7Tl,"3,1",5,6,R_3ql23uIeLre07hU,"3,1",4.333333333,3
R_2SesWglDAu4DXQk,"3,1",6,2,R_1JRSChgoRIlqfOa,"3,1",5,4,R_3ql23uIeLre07hU,"3,1",4.333333333,51
R_1rek8GvZ7bDrSs6,"3,1",6,6a,R_24rpmEAm58KcvNT,"3,1",5,needs more info,R_2VCNxiNbFhUKN2B,"3,1",5.5,51
R_2xG0IJYTohzqIoV,"3,1",6,6c,R_3MN0YpkqySh0Q7m,"3,1",5,7,R_3PjFTMbTHwj7mtJ,"3,1",5.0,6
R_3m3FL8jvOrk1BZt,"3,1",6,7,R_22S502hQHsgXGfG,"3,1",6,100a,R_3QKnskAoFvl1MWK,"3,1",5.0,7
R_2PhWxznzg9WhIWr,"3,1",6,6a,R_3RpSAJlOqVxK4VD,"3,1",6,7,R_3Ph1BnlWXjOUbsv,"3,1",5.0,7
R_3n3pwK733a0ievc,"3,1",6,6c,R_3FRKTkFB7DkN4xx,"3,1",6,6,R_OqwuYl0eV6z95At,"3,1",5.166666667,7
R_10TrFhq8fpMp3HP,"3,1",6,6,R_3G3c0yOo77MtWIX,"3,1",6,7,R_OqwuYl0eV6z95At,"3,1",5.166666667,51a
R_1DwF0arYBJ1XRbi,"3,1",7,12a,R_1H7S6DGxiKcxMON,"3,1",6,4,R_31vo3BivmoPcYEG,"3,1",4.666666667,13
R_12LOqT4QbZZPREV,"3,1",6,6b,R_1H7S6DGxiKcxMON,"3,1",6,7,R_3MEAq1TS6G6jzcS,"3,1",5.0,13a
R_sSAiDS5vtvnHosN,"3,1",6,1,R_2EhK7iesP5lnfz2,"3,1",6,100a,R_3flwAI4RimkSSAp,"3,1",5.666666667,3
R_3ql23uIeLre07hU,"3,1",6,7,R_1BQkChhLjAXdHO3,"3,1",6,4,R_3PBl7HFmCr8KCka,"3,1",2.333333333,52
R_2VCNxiNbFhUKN2B,"3,1",6,1,R_2Sv4jlApU5NOcOv,"3,1",6,6,R_3MbeiiZZmdQ8Hnt,"2,4",1.5,52a
R_3PjFTMbTHwj7mtJ,"3,1",7,4,R_2EgA2brUqPCyFGE,"3,1",6,6,R_3saxKcMwcbnmGvw,"2,4",1.0,100c
