fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_UxSRYFZwHwqGZ5n,"3,2",5,7,It seems fair because it schedules him for when the shop is busiest,R_3QKnskAoFvl1MWK,"3,1",6,6,"The manager should know how important the different components are, and the algorithm applies known history.",R_t0CnEGyfLTjbe7L,"3,3",3.833333333,100a,"I would think that Chris should understand that it isn't personal, it is the way this company does business."
R_21FKjAaxSx6JYyy,"2,1",6,7,"The algorithm is designed to predict when a part will fail, so Chris's assignment is fair.",R_3Ph1BnlWXjOUbsv,"3,1",6,7,i would trust the algorithm unless it gave me reason not to,R_22unNXpD1fhJV9g,"3,4",4.833333333,4,It is clear that the algorithm will perform well. Otherwise what is the need for the call center company to put it to monitor it's employees' performance?
R_zSj252gTfOwOMO5,"1,1",5,7,the algorithm could be more accurate than a person,R_25tq5nEkygn0bNA,"4,1",6,6,It's not just one person making the decision so it's likely to be correct.,R_22unNXpD1fhJV9g,"3,4",4.833333333,7,It is clear that the algorithm will perform well. Otherwise what is the need for the call center company to put it to monitor it's employees' performance?
R_1k1e3vqlkGCzI7Y,"2,2",6,7,"If the algorithm works as intended, Chris probably has the most availability for mornings.",R_2pK5mAuTlM12dPy,"3,4",6,6,Manager will set it accordingly and take right decision,R_1DZq1woY8jicrpH,"3,2",5.666666667,5,Chris would probably be getting shifts he was the most available for.
R_10V5Kn4Ewu7jfZk,"3,2",6,7,"His scheduled time is based on the needs of the store, which is exactly what the manager would already be doing himself.",R_3hlrTWw2vSt6YjS,"2,3",6,6,the manager will make good quality decisions because the algorithmic analysis weeded out the competition,R_1LCNlS60pQ23oWI,"1,3",7,5,I think he would be okay knowing it will check your qualifications.
R_ANEvT5CJCKtMaDD,"2,1",4,7,seems like a logical thing to do.,R_3iWh8JceYW4WyhL,"4,3",6,1,"An algorithm lacks emotion, so it will objectively select qualified candidates. However there are always special considerations, and the manager's review adds a balanced control check to ensure no talent is left out.",R_vU1sw3klWLZi2op,"3,3",4.5,51,Chris would feel fairly treated on the decision
R_8BVGP5Cw4ZPLjgd,"2,1",6,7,If the machine says it needs to be fixed then it makes sense he said fix it.,R_3iWh8JceYW4WyhL,"4,3",6,6,"An algorithm lacks emotion, so it will objectively select qualified candidates. However there are always special considerations, and the manager's review adds a balanced control check to ensure no talent is left out.",R_2uwvSVdTPipRI1e,"2,1",5,51,There would be no cause for negative responses from Chris
R_ut9gSq8lWiOeHlv,"4,4",5,7,"With technology being so prevalent, it is natural for companies to use it to assist in evaluations.",R_AM0SsDFezLDDxQt,"4,1",6,6,"I think that because the manager has original input, I enstill trust in the algorithm.",R_20U4Pz8IPr14vUt,"3,3",5.5,51,he should feel as if he had a good chance
R_31YiZY1W2YdksMw,"3,3",6,7,It really is no different from individual review.,R_27Unk1ieBQoT7iC,"4,1",7,6,Its a balance between human and computer for the best outcome,R_2flC1tHmV45vUIi,"1,1",5.833333333,51,Chis should feel fine about the work
R_2dLpjVqrHiOgFCh,"1,1",6,7,"The algorithm detected a pattern and decided maintenance was needed, I feel it is better to complete the routine maintenance to keep the machinery working properly even if Chris were to have doubts about the machine needing the maintenance.",R_3JszPptEiaXMD21,"4,2",7,6,"If it were the algorithm alone then it would just schedule you during the busiest times regardless of your availability, with input from the manager it is an extremely good system.",R_1N3ov1VVclUBWdy,"1,3",5.833333333,51,I think he should feel okay
R_3lFHK1walGecKIJ,"2,3",5,7,The algorithm should be accurate.,R_5d9QnQhsKjk9b0d,"4,1",7,6,I trust the problem solving abilities of both the algorithm and the manager.,R_1gUx9sa8aovD14Y,"2,2",6,51,I think he would be positive because it is convenient for him.
R_tM2Db8sNsCs9VtL,"1,1",5,7,I think it helps the worker a lot.,R_T1IruYRbz8DCHSh,"4,1",7,5,The algorithm has so much information to go on that I have extreme trust that it will analyze the situation correctly and make the best decision.,R_2EuiajI0jg8w2G5,"1,3",6,51,He would be happy with how well his algorithm did
R_3MikZt3lJr64IOB,"2,4",7,7,"The algorithm is looking for something specific. Seems fair that if they find it, they look into it.",R_Z9IiEtS8bCqHGut,"4,1",6,6,It has the human element giving input on which is more important and then it checks breakdown statistics. I think it's very reliable using the two.,R_3PGfd9DC9R3uEEf,"1,3",3.333333333,52,He may be scared that he wont get pock and the computer wont pick fairly.
R_0TKfggDaDqcSXV7,"3,1",5,7,"It seems fair to me, since the algorithm should know what needs to be done.",R_1F2EoXRCMlgFM7w,"3,4",2,9,A computer program can only follow commands.  It does not see any gray area or have any feelings.,R_3EmcP7ln94JNzUn,"2,4",3.5,52,He probably doesn't want to adhere to the algorithm.
R_2WBa5SE5Wwf8OXy,"2,3",6,7,"The manager is still making the decisions, so Chris is receiving a fair and empathetic hearing",R_2ZJo5TbeiY0cyAB,"2,2",3,6,a manager who can provide proof behind a decision can be trusted some,R_1nMWDkacuZOsXxI,"4,3",2.666666667,52,HE FEELS FRUSTRATED BY ALL THE BARRIERS OF GETTING THE JOB
R_1is7PxgWDiNpYVk,"3,2",6,7,A robot can give a more accurate answer than a human can,R_33rKLPZQEZ3ybWY,"2,4",3,7,The manager probably uses the algorithm to confirm his own opinion.,R_1nMWDkacuZOsXxI,"4,3",2.666666667,100c,HE FEELS FRUSTRATED BY ALL THE BARRIERS OF GETTING THE JOB
R_1lhh7cVLx6JfjkK,"3,3",6,7,Mostly likely it's fair if programmed correctly - GIGO,R_2qEJVReNwIZ8uT6,"2,2",3,5,The manager should combine the algorithm with employee preferences.,R_1l9PoRa4e8pU9tM,"3,1",2.833333333,52,There could be cases where Chris might find that it is not entirely accurate and fair.
R_2UgxAyvsijB7CcY,"4,1",4,7,the algorithm needs to decide to ensure aaccuracy in the decisison,R_1K76JNezYlS8M5v,"2,2",4,100c,It makes some s nse,R_2TtVkSbAdgpG1yj,"1,4",5.5,7,I believe having an algorithm assess you rather than another person may relieve some stress
R_3ER6s0B7xAqpEkq,"3,2",5,7,The algorithm is probably worked out to pick the best available option.,R_3mm0Ng6KrIrQ62F,"2,3",4,11,People will be people. The algorithm will improve the decision making (if the algorithm itself is well made) but there is no particular reason to believe the manager is competent.,R_3M68ppskicvmPT2,"2,3",6,7,the algorithm is fair which should make him happy
R_2wb5W1Zg4QmHcxl,"2,3",4,7,If the algorithm method has been tested and this works positively for the company then it is neither fair or unfair.,R_3mm0Ng6KrIrQ62F,"2,3",4,10,People will be people. The algorithm will improve the decision making (if the algorithm itself is well made) but there is no particular reason to believe the manager is competent.,R_OqwuYl0eV6z95At,"3,1",5.166666667,7,"Though the algorithm's role may seem to replace communication between the manager and worker, I don't think it is at the level to cause anger, disappointment or frustration. In addition, Chris is completing meaningful work to upkeep the factory and so though I wouldn't say he's joyful or proud, there probably is some happiness as this is his job and one would hope he is enjoying his chosen career."
R_qPXDbhxr5rWEPnP,"2,1",5,7,The algorithm seems to do its job and work accurately.,R_3mm0Ng6KrIrQ62F,"2,3",4,7,People will be people. The algorithm will improve the decision making (if the algorithm itself is well made) but there is no particular reason to believe the manager is competent.,R_OqwuYl0eV6z95At,"3,1",5.166666667,51,"Though the algorithm's role may seem to replace communication between the manager and worker, I don't think it is at the level to cause anger, disappointment or frustration. In addition, Chris is completing meaningful work to upkeep the factory and so though I wouldn't say he's joyful or proud, there probably is some happiness as this is his job and one would hope he is enjoying his chosen career."
R_AciiA4NBwvdOkSd,"1,1",6,7,The algorithm likely provides a more reliable estimate of when a component needs to be checked than Chris's own assumptions.,R_2ePwOTCZbZGNBE9,"1,4",4,7,I am sure the algorithm mostly evaluates information fairly well but there is no way to say that it's judgement is infallible.,R_12JAoVpLCf3nZic,"2,3",4,not enough info,"I think it depends on what the algorithm determines... If it's in his favor, he'll be happy about it, if it's not, he might find it unfair and be upset."
R_3m3FL8jvOrk1BZt,"3,1",6,7,The algorithm is making a analyzed decision. Because of that I find it fair.,R_2ePwOTCZbZGNBE9,"1,4",4,9,I am sure the algorithm mostly evaluates information fairly well but there is no way to say that it's judgement is infallible.,R_3e3sQ76VQExBUWR,"1,4",5.333333333,5,He will be scored based on his proformance
R_a5CKAPp4xLY8DAt,"1,1",7,7,"Chris is assigned work by computer, there is nothing unfair about that.",R_1PaWzFxrjPyCv7E,"1,1",4,1,It's an algorithm meant for finding accuracy,R_2Ehg1Tc9k4Lrpdg,"4,1",6.666666667,51,No bad feelings ... all good feelings ... helps with his overall job.
R_Rh73RXFtNyIFvZn,"1,1",6,7,Because it seems like it would be more accurate than a human.,R_1GiLe4S9e9sGGyt,"1,1",4,7,I trust it because it just does a percentage on what would next need to be fixed or looked at.,R_20VGDDAksgEvStY,"2,1",5.5,52,I don't know why he'd feel negatively about this. It's prioritizing everything for him.
R_2BeW2VV26H64hwt,"3,3",4,7,It's a program that's how it works,R_s6F9xR4rGhdkaWd,"1,1",4,9,I am not sure how much I should trust the algorithms until some time has gone by and studies have proved that this is the correct way to keep proceeding,R_20TfZ3vo3J5mBpL,"2,1",4.333333333,7,"I don't think Chris would be happy to have to do work, but I think he would be proud of the algorithm's accuracy."
R_ZaGvMy4oZcs5bUZ,"1,1",5,7,"It makes sense for him to do the most important task, and the algorithm determines it, so I don't see why it wouldn't be fair.",R_2U0ecg5bsgxqvgz,"1,4",4,7,A properly tuned algorithm can be quite accurate.,R_2YFg7WbGFkwh4AK,"2,1",4,100a,I dont think chris should really feel anything about it.
R_2ONMELDJUz1qXYN,"2,1",7,7,"If the algorithm is accurate, it's protecting the safety of the workers. If Chris is an employee and is assigned work based on a legitimate process, it's fair.",R_3L0Sl7oLDltJzvg,"1,3",4,1,It makes unbiased analysis since it is a computer,R_yRdHNqOd2Syvbjz,"2,2",4.5,51,I think he would understand why his schedule was the way it was.
R_24GlsralsWk1eSo,"1,1",7,7,It's a great way to make sure everything is working properly.,R_1QrXDX7zo9ETQ6d,"3,4",4,9,sometimes certain preset ideas don't always give the best outcome,R_2YmnvRjakh6IIug,"1,1",5.333333333,51,I'm assuming Chris isn't bothered by an algorithm giving repair instructions.
R_3ql23uIeLre07hU,"3,1",6,7,I think algorithms can prove very useful in vertain situations. I think manufacturing and the breakdown of components is a fair place to use an algorithm. The computer program is written in such a way that it is able ot pick up on any anomalies before a human being would probably notice its decline.  I see no problem with this method of assigning a task to a human being. At least not in this situation.,R_3lxWjOaDDZApeHG,"4,3",4,9,I think its going for the most qualified on paper but interviewing people face to face tells you a lot about their leadership ability and you cant gage that from paper.,R_25u0LMwfMMUezeX,"1,3",2.833333333,8,It can be frustrating knowing a computer is choosing you instead of an actual person.
R_3j2LmCa40Np8f50,"1,3",6,7,It has probably been tested and found to be accurate.  If this is what the company wants to do re: qualified applicants then they get 'what they ask for' .,R_29uB4mhxRU2S79M,"1,4",5,7,AI can detect small changes,R_pSgH5ErheANGDXH,"1,3",2.5,8,"Even though I think it's fair, since this is Chris's career at stake, he would feel that it was unfair that his resume wasn't judged by a person."
R_t0CnEGyfLTjbe7L,"3,3",6,7,The use of the algorithm will help insure that the applicants that meet all the requirements is met.,R_2OZRuIf0QKLlaR3,"1,2",5,7,"Unless there was some unknown bug or people lied, I don't see a reason why I wouldn't trust the algorithm itself.",R_pSgH5ErheANGDXH,"1,3",2.5,12,"Even though I think it's fair, since this is Chris's career at stake, he would feel that it was unfair that his resume wasn't judged by a person."
R_22unNXpD1fhJV9g,"3,4",6,7,The algorithm would have pre-programmed to ascertain well.,R_UxSRYFZwHwqGZ5n,"3,2",5,7,"I think that the algorithm would likely work well, but may need some minor adjustment here or there to fit specific needs.",R_pSgH5ErheANGDXH,"1,3",2.5,51,"Even though I think it's fair, since this is Chris's career at stake, he would feel that it was unfair that his resume wasn't judged by a person."
R_1DZq1woY8jicrpH,"3,2",7,7,The algorithm probably has a better method of determining appropriate scheduling than a human boss.,R_UxSRYFZwHwqGZ5n,"3,2",5,8,"I think that the algorithm would likely work well, but may need some minor adjustment here or there to fit specific needs.",R_Tc0cepxwH8iXbtn,"3,2",5.666666667,16,"I think that morning hours are good, so I would assume Chris is happy about the scheduled hours."
R_1LCNlS60pQ23oWI,"1,3",7,7,I think it's fair that it analyzes a persons resume to find a good match.,R_21FKjAaxSx6JYyy,"2,1",5,7,"If the algorithm is correct, it was a good assignment.",R_3LZUgjwa5GsoLiu,"1,2",3.5,51,"Chris's feelings would depend upon how well the schedule actually works with their available time, though I doubt anyone often feels joyful or proud of their work schedule itself."
R_vU1sw3klWLZi2op,"3,3",5,7,I seems like a fair method to pick a person,R_zSj252gTfOwOMO5,"1,1",5,6,there's always room for error but it probably works well,R_1QF6HB4ka35lJNv,"3,4",3.666666667,52,"I think that it's more likely, with this model of review, that Chris will end up feeling frustrated. Of course this depends on how his boss ""tweaks"" the algorithm and whether or not Chris's efforts are consistently recognized"
R_2uwvSVdTPipRI1e,"2,1",7,7,"It seems like a reasonable process for making decisions, I saw nothing about it that would be unfair",R_zSj252gTfOwOMO5,"1,1",5,7,there's always room for error but it probably works well,R_3IYJyLDmqkuc1Yi,"1,2",4,13,"I think he needs a job and will be happy to have shifts, but slighly disappointed because he didn't have a say."
R_20U4Pz8IPr14vUt,"3,3",6,7,I think it will pick fairly,R_1k1e3vqlkGCzI7Y,"2,2",5,4,"If they are a good manager, they should follow the algorithm.",R_3IYJyLDmqkuc1Yi,"1,2",4,52,"I think he needs a job and will be happy to have shifts, but slighly disappointed because he didn't have a say."
R_2flC1tHmV45vUIi,"1,1",7,7,There is nothing wrong with the algorithm assigning the task to Chis.,R_1k1e3vqlkGCzI7Y,"2,2",5,6,"If they are a good manager, they should follow the algorithm.",R_3HMoGftCBhSulUC,"1,1",4.833333333,51,Chris could feel proud it chose him because it paired him with the difficulty of the task.  He might have a little bit of a negative outlook on the assignment as well.
R_1N3ov1VVclUBWdy,"1,3",6,7,I think the calculation should be fair,R_10V5Kn4Ewu7jfZk,"3,2",5,6,It will need a human eye to make sure it's ok since it's dealing with something as important as employee schedules.,R_1oz4SNm7g9QEt5s,"2,1",4.333333333,13,I think he'd basically feel neutral. A job is a job.
R_1gUx9sa8aovD14Y,"2,2",5,7,I think the algorithm will do what is best for the company by scheduling the right amount of people.,R_ANEvT5CJCKtMaDD,"2,1",5,6,"i think if he follows the algorithm., it makes sense.",R_3oZLzuS1QNI4Dcd,"1,4",1,52,Because he is basically being evaluated by a computer not a person.
R_2EuiajI0jg8w2G5,"1,3",6,7,Because it looks for the best applicant match,R_8BVGP5Cw4ZPLjgd,"2,1",5,100c,He seems to know what he is doing so I would trust his rule.,R_3MbeiiZZmdQ8Hnt,"2,4",1.5,52,"No one wants a robot telling them how to do their job. If you humans want to remain in control, they must rely less on software and more on their own reasoning and rationality"
R_3PGfd9DC9R3uEEf,"1,3",6,7,I think the computer know what to chexk to pick the top applicats. It is completely fair that the computer is looking for specific things in a resume.,R_ut9gSq8lWiOeHlv,"4,4",5,1,"There is room for computer and human error, but the algorithm might eliminate any prejudices.",R_2ymu85kXdoyR39v,"1,4",2,52,Overall negative to the concept of a computer being depended on for it.
R_3EmcP7ln94JNzUn,"2,4",5,7,The algorithm must be producing positive results for the center so it works.,R_31YiZY1W2YdksMw,"3,3",5,7,There is no reason to trust the algorythm any more or less than a person.,R_6AkNIRBB1Fct2Ap,"1,4",2,9,Computers are not reliable so i think Chris would feel frustrated that this is how he is being evaluated
R_1nMWDkacuZOsXxI,"4,3",5,7,THE algorithm IS PRETTY ACCURATE I WOULD IMAGINE. SO IF HE WAS QUALIFIED HE WOULD GET AN INTERVIEW,R_2dLpjVqrHiOgFCh,"1,1",5,9,An algorithm can still have fault as it is based on past data and therefore is only a prediction. There is always the probability of a malfunction regardless of the identified past problems.,R_2U5wRMKuLnapDWF,"4,4",2.5,16,He would feel let down if it was a negative review on his performance.
R_1l9PoRa4e8pU9tM,"3,1",6,7,The algorithm should be able to make educated decisions in most situations.,R_3lFHK1walGecKIJ,"2,3",5,4,The manager should prevail.,R_3QM3diE9IcPGEiF,"3,4",4,needs more info,"I have no idea how Chris would feel.  I don't know Chris, and I am not him.  I could remark on how I would feel."
R_2TtVkSbAdgpG1yj,"1,4",6,7,Algorithm technology has come a long way and I believe to be an accurate judge of performance,R_tM2Db8sNsCs9VtL,"1,1",5,7,"I think since its a computer doing it, its usually accurate.",R_XEPV8cIKA3FiNgd,"4,4",3.5,9,"he can't even get his performance evaluated by another human being, but his human actions are being judged by formulas and program routines. That makes no one feel good."
R_3M68ppskicvmPT2,"2,3",7,7,The algorithm picks the most qualified people making it very fair,R_3MikZt3lJr64IOB,"2,4",5,6,"The manager will have to make the decision based off of the algorithm. That is completely based on the manager, the algorithm just gives the information.",R_31aBjAOOtYiIZyI,"1,4",1.333333333,9,Chris would feel like he was at a disadvantage and that his employer didn't care for him
R_OqwuYl0eV6z95At,"3,1",6,7,The situation is fair because the algorithm has chosen an at-risk component of the machinery to be checked on which constitutes Chris' job in the factory. There are no further stipulations beyond the command to fix the machinery.,R_0TKfggDaDqcSXV7,"3,1",5,7,I would think the algorithm has been tested and is accurate. so why not trust it.,R_3hyVyMN9YqMmwCA,"1,4",1.666666667,9,It's understandable that Chris would probably not like the idea of being judged soley by a computer.
R_12JAoVpLCf3nZic,"2,3",6,7,"If the algorithm can accurately find people they are looking for at the job, then it seems fair.",R_2WBa5SE5Wwf8OXy,"2,3",5,6,I think it is likely that the manager will make an objective decision about the merits of Chris's case,R_3nG8U6w3hdwU1Ld,"1,3",1,100c,The unexpected happened. He didnt get an in person interview.
R_3e3sQ76VQExBUWR,"1,4",4,7,it is a computer program and makes choices based on logic,R_1is7PxgWDiNpYVk,"3,2",5,5,You can always trust a robot to do the job.Predictions is based on history,R_3qvNkh12svgE9GU,"1,3",1.333333333,9,He'll find the mechanism unfair.
R_2Ehg1Tc9k4Lrpdg,"4,1",7,7,It is fair because the algorithm is a necessary tool the helps Chris solve problems before they interfere with the manufacturing process.,R_1is7PxgWDiNpYVk,"3,2",5,7,You can always trust a robot to do the job.Predictions is based on history,R_0UqjTiCy9qLLkY1,"1,4",2,52,Chris will feel that his job is in jeopardy based on an algorithim
R_20VGDDAksgEvStY,"2,1",7,7,The computer is calculating the level of importance on which item should be maintained first. How isn't it fair?,R_1lhh7cVLx6JfjkK,"3,3",5,needs more info,It depends on the programming,R_SIgl0SExZDt8AlX,"2,3",2.333333333,52,"I don't think most people would be happy if they knew that an algorithm was one of the most, if no the most, important factor in the hiring process."
R_20TfZ3vo3J5mBpL,"2,1",7,7,I think it is very fair because if the algorithm is correct then it should very accurately estimate when parts need to be replaced.,R_2UgxAyvsijB7CcY,"4,1",5,4,im hoping the people who designed the algorithm knew what they were doing.,R_2w5mePgcaPROIBZ,"3,4",2.333333333,52,"Chris might feel that it is unfair for a computer, even though monitored by a manager, to evaluate his job performance."
R_2YFg7WbGFkwh4AK,"2,1",6,7,Seems logical to me,R_3ER6s0B7xAqpEkq,"3,2",5,3,It was made to be as efficient as possible.,R_1H7eF27RlSkFCGf,"4,4",2.333333333,100a,If I was in his position I would be pretty upset.
R_2YFg7WbGFkwh4AK,"2,1",6,100?,Seems logical to me,R_2wb5W1Zg4QmHcxl,"2,3",5,7,"Assuming that the algorithmic analysis was tested before putting it to use, as most companies do, I would say moderate trust as there is some room for human error.",R_2X6iQByjALSKmsr,"1,4",2.833333333,16,"He may feel people who don't understand his job are given the power to evaluate him. This could work for or against him, depending on whether people like him."
R_yRdHNqOd2Syvbjz,"2,2",6,7,The algorithm keeps people from coming in when there is no work for them,R_2wb5W1Zg4QmHcxl,"2,3",5,10,"Assuming that the algorithmic analysis was tested before putting it to use, as most companies do, I would say moderate trust as there is some room for human error.",R_3fOZqZg0frmP41Y,"1,4",3,16,I don't know Chris but would imagine that he would not feel happy nor joyous.
R_yRdHNqOd2Syvbjz,"2,2",6,3,The algorithm keeps people from coming in when there is no work for them,R_2wb5W1Zg4QmHcxl,"2,3",5,11,"Assuming that the algorithmic analysis was tested before putting it to use, as most companies do, I would say moderate trust as there is some room for human error.",R_cAp60UQgU25DO2R,"2,4",3.333333333,16,"If he doesn't think the algorithm is fair, he's unlikely to be happy about the process."
R_2YmnvRjakh6IIug,"1,1",6,7,The algorithm was designed to keep track...more effective than a person calculating it.,R_qPXDbhxr5rWEPnP,"2,1",5,100a,seems to be trustworthy.,R_3qeADSi71j32iWV,"3,2",2.833333333,11,"For the stated reasons above. Just having a manager ""monitor"" the algorithm isn't enough human participation to make such an important decision."
R_2YmnvRjakh6IIug,"1,1",6,3,The algorithm was designed to keep track...more effective than a person calculating it.,R_AciiA4NBwvdOkSd,"1,1",6,5,"The algorithm is based on historical data. Unless the circumstances change, and certain components become more or less important, or a new process causes parts to break more or less frequently, then it's reasonable to believe that the maintenance scheduled produced by the algorithm is relatively reliable.",R_3qeADSi71j32iWV,"3,2",2.833333333,12,"For the stated reasons above. Just having a manager ""monitor"" the algorithm isn't enough human participation to make such an important decision."
R_25u0LMwfMMUezeX,"1,3",5,7,"Since the computer is choosing the applicants, it is choosing exactly what the company wants.",R_3m3FL8jvOrk1BZt,"3,1",6,7,I think it uses calculations and that makes it pretty accurate.,R_2zwsRjGLAU74dQe,"1,3",2.833333333,8,A potential employee should have the chance to present himself personally to a potential employer.
R_25u0LMwfMMUezeX,"1,3",5,4,"Since the computer is choosing the applicants, it is choosing exactly what the company wants.",R_a5CKAPp4xLY8DAt,"1,1",6,7,My spouse is a software developer and I think algorithms are useful if designed well.,R_rfGElZMgM9h1tRv,"3,3",2,52,I believe Chris would not be happy to know he is competing against other applicants but an algorithm makes the final choice on who is hired or not.
R_pSgH5ErheANGDXH,"1,3",6,7,"If he's not qualified enough, then he won't get an interview. It would be the same if it were a hiring manager.",R_Rh73RXFtNyIFvZn,"1,1",6,2,Because it is set by rules that never change.,R_3nCb1mRy9MbrzBo,"1,4",2.666666667,52,"I would be frustrated, angry and disappointed that I was not being evaluated properly"
R_pSgH5ErheANGDXH,"1,3",6,4,"If he's not qualified enough, then he won't get an interview. It would be the same if it were a hiring manager.",R_2BeW2VV26H64hwt,"3,3",6,7,How it's supposed to work,R_1Fktu8JtBA04mOe,"1,3",3.166666667,52,would be too nerve wracking
R_Tc0cepxwH8iXbtn,"3,2",5,7,There???s a lot of circumstances that factor in. If the algorithm indicates that mornings are the best and those hours don???t conflict with Chris??? home life then I think it???s really fair and organized.,R_ZaGvMy4oZcs5bUZ,"1,1",6,7,I would trust it because it is set up to make the best decisions possible.,R_2y3oYzP2BaXVHys,"1,2",3.166666667,52,I feel like he would feel the need to make the decision himself so he would be mostly displeased.
R_Tc0cepxwH8iXbtn,"3,2",5,5,There???s a lot of circumstances that factor in. If the algorithm indicates that mornings are the best and those hours don???t conflict with Chris??? home life then I think it???s really fair and organized.,R_2ONMELDJUz1qXYN,"2,1",6,4,I would assume the manager has been put in that position because of his skill and knowledge.,R_1MVYxY5ZsMwoc5x,"3,3",2,8,Chris might feel that he wasn't even given a chance to present himself to the hiring manager.
R_3LZUgjwa5GsoLiu,"1,2",6,7,"I think, so long as the algorithm accurately accounts for employee availability, it's no less fair for Chris's schedule to be computer generated than human generated.",R_24GlsralsWk1eSo,"1,1",6,7,"I'm sure it's not perfect, but it's probably close.",R_1MPXjLz8OZQUMKb,"1,3",3.166666667,8,I'm sure he would rather have a human look at it.
R_3LZUgjwa5GsoLiu,"1,2",6,5,"I think, so long as the algorithm accurately accounts for employee availability, it's no less fair for Chris's schedule to be computer generated than human generated.",R_3ql23uIeLre07hU,"3,1",6,7,"Again, in this situation I think it is highly appropriate to rely on an algorithm to detect where a place of machinery needs maintenance. The algorithm is set up to learn and predict. I think numbers and statistics would be more accurate than human judgement in this situation.",R_2vYtA6caQQFGoUY,"1,3",3.166666667,8,He might have had expectations for a human to judge what he wrote and for it to entice them to select him
R_1QF6HB4ka35lJNv,"3,4",5,7,"I think the algorithm is fair for monitoring basics, such as consistency, statistics on problem solving success, etc. However, Chris is still a human being dealing with other human beings and other factors (that can't be measured by algorithm) are important, too. For instance, having a great attitude, connecting with customers, patience, etc",R_3j2LmCa40Np8f50,"1,3",6,4,The company has most like tested the algo and found it to be adequate for their hiring needs.,R_tSDsJzobYf845Ox,"1,2",2,9,I think he would be unhappy that a computer is scheduling him instead of someone that he can explain things to
R_1QF6HB4ka35lJNv,"3,4",5,8,"I think the algorithm is fair for monitoring basics, such as consistency, statistics on problem solving success, etc. However, Chris is still a human being dealing with other human beings and other factors (that can't be measured by algorithm) are important, too. For instance, having a great attitude, connecting with customers, patience, etc",R_t0CnEGyfLTjbe7L,"3,3",6,7,As long as it was programmed properly then there should not be a problem with the outcomes.,R_XRje1YaIpteYoKJ,"1,4",2.5,9,Chris would be frustrated because a computer is judging his performance concerning human interaction
R_3IYJyLDmqkuc1Yi,"1,2",5,7,"It seems somewhat fair to both the coffee shop and Chris, but it doesn't take into account any situations which might cause conflict.",R_22unNXpD1fhJV9g,"3,4",6,4,"If a company spends for some device / setup, it will be tested repeatedly before putting it to function. So, it should perform well.",R_vJDxJbQlbvIWCCR,"1,4",2.666666667,9,"Proud/disappointed would depend on the rating. However I think most people would be unhappy and frustrated that they were being rated on such a qualitative, subjective thing by a computer."
R_3IYJyLDmqkuc1Yi,"1,2",5,8,"It seems somewhat fair to both the coffee shop and Chris, but it doesn't take into account any situations which might cause conflict.",R_1DZq1woY8jicrpH,"3,2",6,100a,The manager gives the employee someone to talk to if issues arise.,R_1H2zhTF0T6JB6bn,"3,4",2.833333333,9,I think that Chris would feel like he was not evaluated fairly.
R_3HMoGftCBhSulUC,"1,1",5,7,The algorithm assigns based on rules and calculations.  It follows these guidelines but at the same time it isn't necessarily fair to Chris that it automatically assigns him.,R_1LCNlS60pQ23oWI,"1,3",6,1,I have a lot of trust because it analyzes data and does not show favoritism. It's completely fair.,R_33g06WFnIyfIbuV,"1,2",3,9,Since I thought he would think it was unfair this is how I imagined he would react.
R_3HMoGftCBhSulUC,"1,1",5,8,The algorithm assigns based on rules and calculations.  It follows these guidelines but at the same time it isn't necessarily fair to Chris that it automatically assigns him.,R_1LCNlS60pQ23oWI,"1,3",6,5,I have a lot of trust because it analyzes data and does not show favoritism. It's completely fair.,R_2pWi5PnVur0CIlp,"3,4",3.333333333,9,"I think Chris would be proud of his work, but disappointed that it is not truly evaluated by his manager and if his manager isn't fair,it could skew the results unfavorably against Chris."
R_1oz4SNm7g9QEt5s,"2,1",5,7,I do not know what the algorithm actually is. In general I trust algorithms but I'd find it more fair if I knew the actual equation used.,R_vU1sw3klWLZi2op,"3,3",6,6,The system seems to work well and is fair to all candidates,R_2pWi5PnVur0CIlp,"3,4",3.333333333,12,"I think Chris would be proud of his work, but disappointed that it is not truly evaluated by his manager and if his manager isn't fair,it could skew the results unfavorably against Chris."
R_1oz4SNm7g9QEt5s,"2,1",5,99c,I do not know what the algorithm actually is. In general I trust algorithms but I'd find it more fair if I knew the actual equation used.,R_2uwvSVdTPipRI1e,"2,1",6,7,It seems to be a well designed algorithm.,R_1E3ZqlHcLxFMoXe,"2,4",1.833333333,9,It is frustrating to have your evaluation based on a computer's algorithm. There is nothing personal in the evaluation and you can't really argue with a computer if the algorithm shows negative results.
R_3oZLzuS1QNI4Dcd,"1,4",1,8,Because an algorithm removes humanity from the process.,R_20U4Pz8IPr14vUt,"3,3",6,7,it should be trustful,R_3nTAoZ3LS6OYTYN,"2,4",2.166666667,9,I think he would be upset about being evaluated by an algorithm
R_3MbeiiZZmdQ8Hnt,"2,4",1,8,The manager should listen to call recordings directly without relying on the algorithmic interpretation of a computer generated report,R_2flC1tHmV45vUIi,"1,1",6,7,"It seems like a simple thing for it to do, based on parts that break.",R_2y7diVwiD4eZ5wy,"1,4",2.833333333,9,I think that it's a system that would definitely feel frustrating to an employee that works hard to provide tailored customer service for each customers needs.
